0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
22,45,1065,159,19,620,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2022,2341,1974,1212,308,2206,2310,957,1853,333,774,2352,840,0,0,0,0,0,0,0,0,0,0,0
10,3,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,14,12,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1356,94,656,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,79,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,65,813,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,309,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,605,308,141,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,1046,182,1846,1983,22,1542,629,2360,2362,20,469,0,0,0,0,0,0,0,0,0,0,0,0
248,582,267,582,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,269,2,1475,1901,199,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,904,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,189,19,157,57,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,2,279,81,2,861,52,320,179,111,636,282,0,0,0,0,0,0,0,0,0,0,0,0,0
11,453,46,122,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,141,245,489,2370,1128,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,1786,796,2281,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,119,4,162,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,226,3,22,1315,66,840,2349,137,223,774,23,3,0,0,0,0,0,0,0,0,0,0,0,0
569,150,297,201,1095,556,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2095,108,12,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,964,1020,1259,2131,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,392,1524,29,880,771,323,2367,1499,2,1756,804,50,1431,3,0,0,0,0,0,0,0,0,0,0
92,32,1960,1712,6,371,40,567,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2111,25,17,44,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39,2094,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16,11,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2,98,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,730,757,386,485,80,539,25,1744,1940,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,158,133,101,19,1433,942,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,199,1495,1474,1289,192,2,12,2270,5,11,5,215,148,797,14,331,370,322,950,418,9,28,2073,1844
250,511,6,128,1363,1447,830,154,663,438,16,1353,10,24,45,73,17,449,6,2312,1104,0,0,0,0
2105,33,395,44,309,40,1912,626,130,1874,443,176,0,0,0,0,0,0,0,0,0,0,0,0,0
26,49,1457,829,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,5,2,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,335,924,76,300,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,754,747,769,2030,630,692,772,6,12,305,100,23,553,6,747,91,1103,648,178,0,0,0,0,0
2,215,213,674,97,41,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,337,946,66,32,61,616,227,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,2077,2205,1089,1598,10,49,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,7,181,95,644,764,409,219,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,158,152,192,3,178,1392,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,836,139,98,333,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,9,1525,47,238,355,36,312,62,378,1511,179,3,45,0,0,0,0,0,0,0,0,0,0
48,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,349,487,135,90,11,2134,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,2,89,30,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,550,86,415,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8,54,1253,211,1282,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1029,1609,237,941,2020,4,617,39,983,306,18,2061,0,0,0,0,0,0,0,0,0,0,0,0
117,990,55,70,44,2166,79,2123,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,863,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,442,133,1202,2,564,13,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,1290,128,15,39,606,398,2242,2218,86,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,56,62,284,930,1553,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,161,408,385,1002,1126,110,699,396,2049,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5,502,1287,1262,291,650,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,359,7,108,999,1555,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1373,1892,647,128,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,3,460,1045,2090,174,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,43,5,2,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,141,189,859,52,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,89,7,2326,206,802,81,1924,658,300,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,661,28,253,58,588,125,115,1653,756,1722,17,270,750,306,0,0,0,0,0,0,0,0,0,0
102,171,218,67,265,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,993,142,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,2223,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,21,1838,1169,665,2225,14,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,1402,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,2,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,1110,119,44,2279,1057,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,12,201,280,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2,857,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,1426,364,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1687,6,817,2043,342,1366,1274,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,92,47,1645,952,92,1574,1118,1025,47,2048,186,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2014,106,113,9,660,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,186,45,6,299,15,23,366,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2180,363,371,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,467,782,1209,1543,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,61,7,24,995,306,790,392,1746,64,1742,187,2228,1121,1131,207,1428,789,0,0,0,0,0
166,1300,1591,644,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,161,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,38,254,689,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,201,1295,494,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,257,6,175,775,481,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,321,1516,214,2325,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1466,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,53,49,670,221,506,1904,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,247,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,5,31,206,1049,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,710,195,3,106,531,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,201,47,68,1375,1395,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,176,159,404,760,849,1273,196,1214,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,538,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1205,179,54,3,545,7,85,171,1803,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,167,2,207,29,1529,2092,153,561,158,1668,1888,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,2260,53,6,156,2009,1919,951,6,91,1861,668,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,781,11,118,278,23,837,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,92,2006,1958,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,198,454,5,21,5,284,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,705,266,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1855,382,26,540,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,32,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,10,116,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,42,1927,401,242,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,522,848,2,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,1724,311,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,85,468,1429,1404,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,125,115,696,104,115,71,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,4,415,126,18,147,729,2191,29,2233,4,2044,1583,681,18,718,70,0,0,0,0,0,0,0,0
13,337,2181,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,14,2,228,812,6,112,595,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,305,1715,9,1369,1359,3,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,38,20,594,144,91,135,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,24,276,60,351,194,93,22,351,194,979,1860,1897,239,910,500,14,1443,548,585,283,6,4,407
1008,43,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,90,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,156,139,967,2,602,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,640,431,288,524,2264,1877,1788,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,473,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,452,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,3,2017,230,1086,1757,852,879,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,157,1251,9,666,2010,2018,501,212,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,60,22,1718,436,1241,344,150,313,268,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2217,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,3,1160,632,2133,1510,468,1334,632,10,2267,1850,0,0,0,0,0,0,0,0,0,0,0,0,0
261,441,2,1062,1227,99,11,1376,262,298,116,492,3,277,0,0,0,0,0,0,0,0,0,0,0
21,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1840,338,12,209,1755,2241,24,2021,1206,1226,37,63,313,2035,1031,2159,17,68,175,604,0,0,0,0
226,890,42,634,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,815,2,465,40,117,63,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1133,1172,9,1998,525,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2377,74,2,29,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57,1360,33,202,118,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,82,269,3,621,703,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,15,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,1324,856,377,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,29,39,1387,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,60,425,2065,246,69,290,674,3,46,895,244,149,212,3,0,0,0,0,0,0,0,0,0,0
173,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,919,666,1000,144,1692,178,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,25,302,134,32,1267,1733,261,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,71,2,77,693,51,619,335,1381,1630,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,149,46,42,261,361,836,391,633,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2098,332,3,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1717,1801,447,1578,611,1994,1748,1665,204,381,47,2067,0,0,0,0,0,0,0,0,0,0,0,0
670,929,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,37,84,8,268,4,5,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,704,1073,2256,2,17,2,2084,684,513,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,156,204,1113,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,519,2,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,58,1530,1168,382,26,588,18,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,186,1193,49,1358,1673,160,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,2,166,1051,8,562,2369,179,279,2355,1648,1480,497,2146,1177,227,0,0,0,0,0,0,0,0,0
11,124,58,124,27,124,630,124,104,443,124,116,124,835,2,124,0,0,0,0,0,0,0,0,0
2351,146,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,197,1872,30,47,64,9,654,1812,686,435,458,1723,325,0,0,0,0,0,0,0,0,0,0,0
933,1235,59,108,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,217,1427,1848,565,770,298,2291,1743,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,82,256,111,637,1417,1424,1657,54,65,714,2124,2,0,0,0,0,0,0,0,0,0,0,0,0
211,1565,1483,1048,66,1842,41,49,2297,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,62,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,247,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,68,648,35,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,703,803,67,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,13,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,579,54,1180,17,1900,56,118,237,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,1354,1971,2032,1261,79,116,78,390,2080,1821,464,2154,9,100,23,311,1036,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,129,35,592,1063,1520,1061,152,192,309,1684,87,93,87,1655,2019,2003,0,0,0,0,0,0,0,0
29,63,837,516,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,89,7,11,93,328,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,1651,13,664,87,282,283,397,152,191,17,356,623,186,170,647,191,17,356,25,0,0,0,0
123,510,671,546,1595,178,573,41,410,136,700,4,6,240,1222,799,1464,2208,2190,2248,1864,1720,169,701,896
162,493,408,652,1834,200,1397,2062,462,52,164,1876,3,404,1751,2212,0,0,0,0,0,0,0,0,0
204,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,464,452,1208,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,22,830,574,2293,458,803,22,48,518,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,229,377,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,24,1064,1238,624,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,454,758,61,1916,246,869,562,489,170,1293,1476,2088,72,1514,0,0,0,0,0,0,0,0,0,0
713,61,5,597,3,137,15,9,197,3,5,185,4,162,77,42,1349,0,0,0,0,0,0,0,0
713,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,347,934,432,1453,41,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2245,2232,1268,27,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,168,94,81,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,14,79,2025,385,9,861,52,165,1775,1985,127,19,1832,902,1470,746,0,0,0,0,0,0,0,0
62,11,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2,485,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,44,193,173,75,166,1200,553,649,1150,1607,141,1482,2148,1828,21,1325,1077,0,0,0,0,0,0,0
34,2,138,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,512,493,45,288,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,117,118,14,44,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,586,3,494,1982,1991,1398,2172,275,1307,2121,50,405,80,1297,1022,438,1969,494,336,477,1935,16,0,0
13,7,2193,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,507,448,33,1191,1675,1895,25,437,8,3,407,223,844,0,0,0,0,0,0,0,0,0,0,0
99,481,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1910,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,201,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1487,87,97,41,257,748,1355,1303,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,1546,48,1887,1644,1452,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,3,53,1729,552,85,64,2163,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,81,1042,3,277,36,59,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3,127,109,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,129,241,427,98,1891,95,2176,1419,985,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,375,1997,16,56,298,102,34,2100,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8,350,1925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1399,184,180,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,1053,1710,159,251,236,73,1576,1422,2309,1594,85,1083,1330,1689,800,0,0,0,0,0,0,0,0,0
527,173,1559,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,1035,1383,1671,12,2295,1813,1091,1996,1179,738,6,30,0,0,0,0,0,0,0,0,0,0,0
40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,446,860,1762,1929,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,1112,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,310,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,218,509,42,824,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1649,28,3,10,3,407,4,717,3,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0
138,4,47,463,34,417,136,369,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,265,662,1472,134,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,819,444,135,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,21,2076,30,3,120,513,1333,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1789,2308,1275,1568,1391,898,2096,819,1579,736,4,717,2147,18,718,70,425,889,1698,0,0,0,0,0
2243,362,1050,4,74,362,1604,400,74,1544,2002,2116,470,327,0,0,0,0,0,0,0,0,0,0,0
