,Children,Age,Income,MonthlyCharge,Bandwidth_GB_Year,Gender_Male,Gender_Nonbinary,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,StreamingTV_Yes,StreamingMovies_Yes
2977,2,89,41848.9,147.4893,1010.291341,1,0,1,0,0,1,1,1,0,0
2979,1,38,44420.18,124.9781,848.1445109,0,0,0,0,1,0,1,0,0,0
2980,0,46,13360.17,137.4836,792.9175185,1,0,0,0,0,0,1,1,0,0
2981,9,38,19990.91,182.4676,885.4473166,1,0,1,0,1,0,0,1,1,0
2982,3,24,50965.27,245.147,1389.833754,0,0,1,1,0,0,1,1,1,1
2983,4,54,32987.01,230.1344,900.0678019,0,0,1,1,0,1,1,1,1,1
2984,0,69,96753.8,232.6415,1423.721197,1,0,1,0,1,0,1,0,1,1
2985,7,70,30207.09,207.6094,1911.199623,1,0,1,0,1,0,1,0,1,1
2986,0,79,45633.91,137.4836,1967.228079,1,0,0,1,0,0,1,1,0,0
2987,2,44,86896.2,127.4887,1087.694968,0,0,1,1,0,1,1,0,0,1
2988,0,63,29782.39,265.147,1851.332322,1,0,1,0,1,0,1,1,1,1
2989,1,84,8249.6,112.4551,576.1637573,1,0,0,0,1,0,1,0,0,0
2990,5,76,18493.95,164.9889,779.2981636,0,0,1,0,1,0,1,0,1,0
2992,1,29,16226.12,162.4538,1233.655272,0,0,1,0,0,0,1,1,1,0
2993,1,84,19427.81,265.1283,830.8201063,1,0,0,0,1,0,1,1,1,1
2995,1,29,5317.94,159.9794,1075.372195,1,0,0,0,0,0,1,1,0,0
2996,1,38,8461.79,220.1149,1934.182617,1,0,0,0,0,0,0,1,1,1
2997,1,20,84399.36,152.4624,1059.664803,0,0,0,1,0,0,1,1,1,0
2998,1,31,31715.37,162.4818,1364.913066,0,0,0,0,0,1,1,1,1,0
2999,2,46,51108.77,139.983,1622.06829,0,0,1,1,0,0,1,0,0,0
3000,2,59,66148.83,235.1372,1374.762505,1,0,0,1,0,0,1,0,1,1
3001,7,25,26190.19,162.5005,1259.881706,0,1,0,1,0,1,1,1,1,0
3003,1,77,25806.54,225.1786,1153.07333,1,0,0,0,0,1,1,0,1,1
3004,3,46,48267.33,164.9853,1429.709066,0,0,0,0,0,0,1,1,1,0
3005,1,22,15864.7,242.6281,1021.343044,0,0,0,0,1,0,1,0,1,1
3006,0,31,37734.22,245.1457,922.5780039,0,0,1,0,1,0,0,0,1,1
3007,0,80,14433.56,255.1198,2088.717973,1,0,1,0,0,0,1,1,1,1
3008,4,85,89441.6,149.9915,2105.676837,0,0,0,1,1,0,1,0,0,0
3009,4,72,74252.79,169.9378,856.755649,1,0,0,0,1,0,1,0,0,1
3010,1,25,43930.42,169.9928,444.2368102,1,0,1,0,1,0,1,1,0,0
3011,4,82,16149.85,149.9845,889.2239784,0,0,0,0,0,1,1,0,0,1
3012,3,89,25979.07,117.4686,690.1873853,0,0,1,1,0,0,0,0,0,0
3013,0,65,34356.62,182.4653,910.135775,1,0,1,0,1,0,1,1,0,1
3014,1,39,44779.1,255.1336,1965.90329,0,0,0,0,0,0,1,1,1,1
3015,4,71,103306.6,192.4567,1071.697033,1,0,1,0,1,0,1,1,0,1
3016,0,68,5505.74,174.9882,1330.308571,0,0,1,1,0,0,1,1,0,1
3017,3,70,58836.68,210.1518,1277.067543,1,0,1,0,0,1,1,0,1,1
3018,1,75,23086.45,114.9658,1355.025651,1,0,0,1,0,1,1,0,0,1
3019,7,28,96788.12,182.4653,2371.07361,0,0,1,0,1,0,1,1,0,1
3020,0,60,12100.28,124.9607,929.0075954,0,0,0,0,0,0,1,1,0,0
3021,3,28,11068.12,137.4684,1847.394712,0,0,0,0,0,1,1,1,1,0
3022,0,26,10270.29,149.9621,585.3561113,0,0,0,1,1,0,1,0,1,0
3024,7,69,26803.44,222.6362,2353.339235,1,0,0,1,1,0,0,0,1,1
3025,0,64,44900.84,262.6106,1221.605576,1,0,1,0,1,0,1,1,1,1
3026,4,53,67156.75,149.9598,492.3321314,0,0,0,0,1,0,1,0,0,1
3027,4,82,28738.5,200.1323,2733.904187,1,0,0,0,0,0,1,0,1,1
3028,3,22,63286.15,132.466,2382.03067,0,0,0,1,0,0,1,0,1,0
3029,3,39,32221.49,159.9512,499.02956,1,0,1,0,1,0,1,0,0,1
3030,3,67,5099.11,187.656,2035.111954,1,0,0,1,0,1,1,0,1,1
3031,1,19,45594.27,162.4526,1209.751161,0,0,1,1,1,0,1,0,1,0
3032,3,36,72663.08,182.4433,1968.083882,0,0,1,1,0,0,1,1,0,1
3033,2,89,27157.3,184.9647,943.8571029,1,0,0,0,1,0,1,0,0,1
3034,8,80,43620.71,275.1336,2044.80443,1,0,1,1,1,0,1,1,1,1
3035,0,51,36149.29,232.6378,2515.478194,0,0,0,0,0,0,1,1,1,1
3036,4,32,17615.71,159.9349,721.66293,0,0,1,1,1,0,1,0,1,0
3037,4,65,40599.16,172.4441,867.6145354,0,0,1,0,1,0,1,0,1,0
3038,0,35,38418.96,127.4783,1177.477272,1,0,1,0,0,0,1,1,0,0
3039,1,36,69960.26,222.6143,2304.085004,1,0,0,0,0,0,1,0,1,1
3040,3,54,43618.17,252.6378,1282.858382,0,1,0,1,1,0,1,1,1,1
3041,2,78,75452.77,217.4725,589.198137,0,0,0,0,1,0,1,1,1,0
3042,7,82,43098.2,210.127,973.9939163,1,0,1,0,1,0,1,0,1,1
3043,0,61,35388.48,172.5104,456.0822503,0,0,1,0,1,0,1,1,0,0
3044,2,61,37993.51,212.6415,1214.128652,1,0,1,0,0,0,1,0,1,1
3045,8,83,24875.19,117.4858,1182.278269,1,0,0,0,0,1,0,0,1,0
3046,2,61,13138.02,187.656,1183.25467,0,0,1,1,0,1,1,0,1,1
3047,0,73,27675.71,267.6427,1990.707874,0,1,1,0,0,0,1,1,1,1
3048,0,33,29581.15,137.4684,1600.603183,0,0,1,0,0,1,1,1,1,0
3049,0,49,32745.98,137.4836,768.6735365,0,0,0,0,0,0,0,1,0,0
3050,0,38,41643.14,172.4885,2120.765903,0,0,1,0,0,0,1,1,0,0
3051,2,27,52558.45,232.6707,2483.369395,0,0,1,1,0,1,1,1,1,1
3052,3,23,19508.33,124.9643,628.7093519,1,0,1,1,1,0,1,0,0,0
3053,1,82,40528.85,202.4433,1540.003272,0,0,0,0,1,0,1,1,0,1
3054,8,27,89747.43,115.0021,1391.452254,0,0,1,1,0,1,1,1,0,0
3055,1,58,61541.53,79.97886,301.5746797,0,0,0,0,0,1,1,0,0,0
3056,4,21,94836.83,257.6375,1900.983013,0,0,1,0,0,0,1,1,1,1
3057,1,57,65435.46,137.4698,1109.320307,1,0,0,1,0,0,1,1,0,0
3058,4,41,28593.48,159.965,1669.627909,0,1,0,0,1,0,1,0,0,1
3059,0,63,34127.24,164.967,1343.619348,0,0,1,0,0,0,1,0,1,0
3060,2,42,42517.98,245.1283,1818.572601,1,0,1,0,0,0,1,1,1,1
3061,0,62,61879.76,212.6228,2397.112902,0,0,0,0,0,0,1,0,1,1
3062,8,66,44166.94,117.4858,680.4044234,0,0,0,1,0,1,1,0,1,0
3063,1,29,78712.17,152.4624,1530.742396,0,0,1,0,0,0,1,1,1,0
3064,0,75,33869.92,169.9447,381.1393824,0,0,0,1,1,0,1,1,1,0
3065,1,20,97694.83,112.4844,1247.347617,1,0,0,0,0,1,1,1,0,0
3066,0,19,35980.24,169.9671,2722.383309,0,0,0,1,0,1,1,1,0,1
3067,1,57,41550.85,202.4433,1150.220789,0,0,1,0,1,0,0,1,0,1
3068,3,72,34940.98,174.9919,727.8878928,0,0,1,1,1,0,1,0,0,1
3070,0,25,50629.79,127.475,1554.131756,0,0,0,0,0,1,1,0,0,1
3071,3,62,72764.42,147.4783,787.3445005,0,0,1,0,1,0,1,1,0,0
3072,0,43,32017.56,162.4538,1069.09373,0,0,0,0,0,0,0,1,1,0
3073,2,89,11722.42,144.9607,919.239022,0,0,0,0,1,0,1,1,0,0
3074,0,28,45888.26,162.4526,1287.535911,1,0,0,0,1,0,1,0,1,0
3075,0,19,14090.14,192.4567,553.9352596,1,0,1,0,1,0,1,1,0,1
3076,0,68,64315.91,222.65,1248.474574,1,0,1,0,1,0,1,0,1,1
3077,1,63,48178.83,149.9598,1081.123619,0,0,0,0,1,0,0,0,0,1
3078,1,31,22985.19,162.4676,1768.733372,0,0,0,0,0,0,1,1,1,0
3079,2,55,27187.1,152.4742,2196.280451,1,0,1,0,0,0,1,0,0,1
3080,2,21,13131.39,169.9378,1136.966259,0,0,0,1,1,0,1,0,0,1
3081,1,59,38867.93,172.4567,1078.288288,1,0,1,0,0,0,1,1,0,1
3082,3,40,54741.36,197.4725,1091.519949,0,0,0,0,0,0,1,1,1,0
3083,0,86,62709.94,159.9476,782.6074848,1,0,1,0,0,0,1,1,0,1
3084,0,23,53227.7,232.6228,1388.043021,0,0,1,1,1,0,1,0,1,1
3085,0,89,20089.1,124.9935,397.7861758,0,0,0,0,0,1,1,1,0,0
3086,6,24,18946.77,149.9483,1099.299416,0,0,1,1,1,0,0,0,1,0
3087,3,19,27134.99,129.9621,1459.309498,1,0,0,0,0,0,1,0,1,0
3088,1,75,11711.93,140.0049,1077.205282,0,0,1,0,1,0,1,0,0,0
3089,3,64,6196.02,92.45514,2235.623805,1,0,1,0,0,0,1,0,0,0
3090,4,23,24130.48,267.6427,3080.29312,1,0,0,0,0,0,1,1,1,1
3091,1,86,26224.1,107.4958,912.2540105,1,0,1,1,0,0,1,0,0,0
3092,0,44,28588.01,162.4608,2233.112834,1,0,1,0,0,0,1,0,0,1
3093,9,74,28507.21,94.97283,1189.368234,0,0,0,0,0,0,1,0,0,0
3094,5,25,34364.84,147.4713,1292.562403,0,0,0,0,0,1,1,1,0,1
3095,3,37,35801.05,204.9496,793.3207298,1,0,0,0,1,0,1,1,1,0
3096,10,20,26435.11,210.127,1093.192377,1,0,1,1,1,0,1,0,1,1
3097,1,62,50382.25,105.011,1002.360533,0,1,1,0,0,1,1,0,0,0
3098,3,23,69658.99,137.4872,1968.304495,1,0,1,0,1,0,1,0,0,0
3099,1,64,27549.98,182.4433,1587.727149,0,0,0,1,0,0,1,1,0,1
3100,2,69,35531.41,152.4624,2123.824956,1,0,1,0,0,0,1,1,1,0
3101,9,76,25114.38,192.4404,882.4522754,1,0,1,1,1,0,1,1,1,0
3102,4,75,29712.43,179.9794,1128.898886,0,1,0,0,1,0,1,1,0,0
3103,0,50,16284.04,182.49,1171.237442,1,0,0,1,0,1,1,1,0,1
3104,5,55,34502.38,187.6094,1271.632278,0,0,1,0,0,0,1,0,1,1
3105,0,60,8191.55,172.5034,438.8951303,0,0,1,1,0,1,1,1,0,1
3106,0,76,23852.88,167.4564,573.5316869,0,0,1,0,1,0,1,1,0,0
3107,0,71,65905.06,124.9607,599.8774496,0,0,1,1,0,0,1,1,0,0
3108,2,31,80392.41,149.9378,1403.833391,0,0,0,0,0,0,1,0,0,1
3109,1,28,15539.98,187.6094,1728.999287,0,0,0,1,0,0,1,0,1,1
3110,2,63,37204.88,182.497,891.9183387,0,0,0,0,1,0,1,1,0,0
3111,2,59,75961.5,139.9512,877.5328489,1,0,1,0,0,0,1,0,0,1
3112,8,86,58668.34,162.4689,1708.202326,1,0,0,0,1,0,1,0,0,1
3113,10,85,47909.61,167.4564,1383.430229,0,0,1,0,1,0,1,1,0,0
3114,0,65,52918.39,127.525,1859.777405,0,0,1,1,0,1,1,1,0,0
3115,0,53,19734.93,159.9476,820.0487803,1,0,1,0,0,0,1,1,0,1
3116,3,26,7399.99,222.6143,2541.621959,0,0,0,0,0,0,1,0,1,1
3117,1,75,35061.97,129.9778,2561.675396,1,0,0,0,0,0,0,0,0,0
3118,0,74,14589.73,242.6106,1264.000346,1,0,0,0,0,0,1,1,1,1
3119,1,43,44039.11,172.4579,1373.225547,1,0,0,0,1,0,1,0,1,0
3120,2,44,29538.29,225.1457,2083.35956,1,0,1,0,0,0,1,0,1,1
3122,8,39,36501.12,184.967,827.0229817,0,0,0,1,1,0,0,0,1,0
3123,1,69,35976.11,162.4689,582.9171773,1,0,0,0,1,0,1,0,0,1
3124,0,54,12234.1,204.961,596.5947713,1,0,1,1,1,0,1,1,0,1
3125,4,18,69885.69,132.466,1628.254726,1,0,0,1,0,0,1,0,1,0
3126,1,22,54010.14,245.147,1822.362908,0,0,1,0,0,0,1,1,1,1
3127,4,84,48487.99,220.1185,893.3552968,1,0,0,0,1,0,1,0,1,1
3128,1,54,44250.65,117.4686,1290.286524,1,0,0,0,0,0,1,0,0,0
3129,1,53,88400.03,222.6143,1494.533376,0,0,0,1,0,0,1,0,1,1
3130,0,71,59983.38,235.1591,763.5474617,1,0,1,0,1,0,1,0,1,1
3132,0,24,48005.6,172.4555,583.6805521,0,0,1,0,1,0,0,0,0,1
3134,2,45,22272.17,287.6427,1329.56935,0,0,0,1,1,0,1,1,1,1
3135,0,37,40760.02,245.147,1839.782656,0,0,1,1,0,0,1,1,1,1
3136,2,69,17373.47,255.1417,1318.027865,0,0,1,0,1,0,1,1,1,1
3137,0,74,20514.05,149.9845,1023.685781,0,0,1,0,0,1,1,0,0,1
3138,1,87,47516.45,187.4974,2429.379449,1,0,1,0,0,0,1,1,0,1
3139,4,42,88294.82,222.6143,1559.647223,0,0,0,0,0,0,1,0,1,1
3140,2,26,90583.52,177.6508,921.6983239,1,0,0,1,0,1,1,0,1,1
3141,0,18,44844.68,127.4783,1024.393039,0,0,1,0,0,0,1,1,0,0
3142,4,86,36899.75,210.1051,1774.439822,0,0,1,0,0,0,1,0,1,1
3143,1,42,39158.11,169.9741,1279.680473,0,0,1,0,1,0,1,1,0,0
3144,3,22,46677.89,139.965,1117.651858,1,0,1,0,0,0,1,0,0,1
3145,0,27,97020.52,120.0049,966.7789453,0,0,0,0,0,0,1,0,0,0
3146,0,63,19297.41,162.4982,978.4083285,1,0,0,1,0,1,1,1,0,1
3148,2,64,7396.95,152.4798,1158.054054,1,0,0,0,1,0,1,0,1,0
3149,7,85,99411.44,159.9794,1482.48061,1,0,0,0,0,0,1,1,0,0
3150,1,21,64204.39,172.4555,965.039948,0,0,0,1,1,0,1,0,0,1
3151,4,22,9119.54,137.4836,1613.670166,0,0,0,0,0,0,1,1,0,0
3152,2,42,30891.62,127.4958,1181.546499,1,0,0,0,1,0,1,0,0,0
3153,3,74,63754.19,152.4798,604.9488487,0,0,1,0,1,0,1,0,1,0
3154,3,32,52174.46,197.4725,1708.507227,1,0,0,0,0,0,1,1,1,0
3155,1,58,39653.88,172.5104,826.2618071,0,0,1,0,1,0,1,1,0,0
3156,1,74,55755.9,137.4392,607.6047155,0,0,1,0,1,0,1,0,1,0
3157,0,39,11020.25,134.9509,487.9567265,1,0,0,0,1,0,0,0,0,0
3158,2,86,13631.29,287.6427,992.9856288,1,0,0,0,1,0,1,1,1,1
3159,8,35,22294.46,190.127,1621.897996,1,0,1,1,0,0,1,0,1,1
3160,0,59,8615.0,219.9902,848.4406611,1,0,0,1,1,0,1,1,1,0
3161,3,19,78517.82,240.1149,908.2440178,0,0,0,0,1,0,1,1,1,1
3162,8,63,80733.05,139.9568,1497.60783,1,0,1,1,1,0,1,0,1,0
3163,3,87,36947.65,107.4806,406.0999161,1,0,0,0,0,1,1,0,1,0
3164,4,37,76990.4,172.5104,769.9868737,0,0,0,0,1,0,1,1,0,0
3165,0,87,9302.37,197.4725,2025.467869,1,0,1,0,0,0,1,1,1,0
3166,1,46,9443.85,174.991,1045.674943,0,0,1,1,0,1,1,1,1,0
3167,3,24,69237.04,129.9621,1522.674203,0,0,0,0,0,0,1,0,1,0
3168,2,59,26026.91,139.9568,1035.265621,0,0,0,0,1,0,1,0,1,0
3169,2,40,70138.08,187.4673,2796.815399,0,0,0,1,0,0,1,1,1,0
3170,1,21,53863.95,175.0048,1502.652508,1,0,1,0,0,1,1,1,1,0
3171,2,23,21183.28,204.9797,679.9648888,1,0,0,0,1,0,1,1,0,1
3172,0,50,82809.36,140.0342,1109.724061,1,0,0,0,0,1,1,1,0,0
3173,1,84,30511.85,197.4702,1574.095143,1,0,0,1,0,0,1,1,0,1
3174,0,85,42504.3,222.6654,1623.298167,1,0,1,0,0,1,1,1,1,1
3175,1,72,13325.5,117.4392,1436.859689,0,0,0,1,0,0,1,0,1,0
3176,3,47,40668.61,204.9797,1406.621323,0,0,1,0,1,0,1,1,0,1
3177,1,23,1817.99,162.4833,1586.632329,1,0,1,0,0,0,0,1,0,0
3178,1,21,22626.98,137.4836,1235.112132,1,0,0,0,0,0,1,1,0,0
3179,3,48,31777.28,194.9663,2255.21511,0,0,1,1,0,0,1,1,0,1
3180,1,76,12750.09,117.4835,284.4922663,0,0,0,1,0,1,1,0,0,1
3181,2,86,80536.9,172.4871,1170.521193,1,0,0,0,0,1,1,1,1,0
3182,0,38,54832.87,149.9707,1958.648355,0,1,0,1,0,1,1,0,0,1
3184,8,35,14642.58,142.4827,1874.033411,1,0,1,1,0,0,1,0,0,1
3185,1,69,25891.09,204.9797,1392.159775,0,0,0,1,1,0,1,1,0,1
3186,3,70,5919.03,149.9598,1672.775155,1,0,0,0,1,0,1,0,0,1
3187,1,40,57025.5,139.9349,928.6314289,1,0,0,0,0,0,1,0,1,0
3188,0,19,32559.23,172.4885,1171.985659,1,0,0,0,0,0,1,1,0,0
3189,2,65,18088.6,182.4433,1215.356987,0,0,1,0,0,0,1,1,0,1
3190,8,22,7434.02,255.1336,3186.79335,0,0,0,1,0,0,1,1,1,1
3191,1,82,63832.69,149.9621,403.1214716,1,0,1,0,1,0,1,0,1,0
3192,3,85,24740.03,210.1051,1703.524533,0,0,1,0,0,0,1,0,1,1
3193,6,62,32733.34,177.4945,1499.696874,0,1,1,0,0,0,1,1,1,0
3194,8,25,9368.25,157.4836,1461.917374,1,0,0,0,1,0,1,1,0,0
3195,0,67,20657.67,222.6792,1362.599478,1,0,1,0,0,1,1,1,1,1
3196,0,69,12565.71,182.447,682.7780764,0,0,0,0,1,0,1,0,0,1
3197,3,20,7657.12,149.9778,609.9482209,0,0,0,0,1,0,0,0,0,0
3198,0,61,40651.57,182.4433,1758.68213,1,0,1,0,0,0,1,1,0,1
3199,3,77,22342.54,149.989,1604.504838,1,0,1,0,0,1,1,1,0,1
3200,3,71,18025.4,182.4762,1637.379866,1,0,1,0,0,1,1,1,0,1
3201,2,40,10832.11,79.97886,790.2154278,1,0,0,0,0,1,1,0,0,0
3202,4,88,19228.48,232.6378,1392.809918,0,0,0,0,0,0,1,1,1,1
3203,0,84,36779.84,162.5007,538.9921729,1,0,0,1,1,0,0,0,0,0
3204,5,89,37089.25,204.961,596.0068502,1,0,0,0,1,0,1,1,0,1
3205,3,49,28065.13,112.4551,409.0267699,0,0,0,1,1,0,1,0,0,0
3206,0,73,35562.1,139.9816,713.5720629,1,0,1,1,0,1,1,0,1,0
3207,0,21,21294.79,174.9919,1274.915029,0,0,0,0,1,0,1,0,0,1
3208,1,77,78317.51,162.497,1307.120014,1,0,0,1,0,0,1,1,0,0
3209,1,79,22667.79,139.9349,897.8110864,0,0,1,0,0,0,1,0,1,0
3210,1,36,66420.62,137.4836,933.5522742,1,0,0,0,0,0,0,1,0,0
3211,0,36,22140.82,117.5152,867.4232348,0,0,1,0,0,1,1,0,0,0
3212,4,42,41877.51,144.9889,1399.307542,1,0,0,0,0,0,0,0,1,0
3213,1,39,17768.57,132.5127,620.1308589,1,0,1,0,0,1,1,0,1,0
3214,1,75,10825.44,127.5067,609.1874835,1,0,1,0,0,1,1,0,0,0
3215,2,19,15662.37,207.6094,1409.932665,0,0,1,1,1,0,1,0,1,1
3216,4,46,32643.06,159.965,1492.297826,0,0,0,1,1,0,1,0,0,1
3217,1,31,18025.26,149.9483,693.5702614,0,0,1,1,1,0,1,0,1,0
3218,4,46,38472.15,182.4433,2224.378227,1,0,0,0,0,0,1,1,0,1
3219,3,76,22517.47,212.6228,1872.755243,1,0,1,1,0,0,1,0,1,1
3220,2,28,14745.2,179.9656,557.9519675,1,0,0,1,1,0,1,1,0,0
3221,0,59,28937.58,207.6386,1071.748463,0,0,0,0,0,1,1,1,1,1
3222,4,67,2492.8,160.0122,1698.617842,1,0,0,1,0,1,1,1,0,0
3223,0,30,4631.67,232.624,2099.171991,0,0,0,0,0,0,1,1,1,1
3224,2,70,37535.82,192.4404,553.0231321,1,0,0,0,1,0,1,1,1,0
3225,7,56,6225.4,104.9629,1628.215009,0,0,0,0,0,1,1,0,1,0
3226,1,71,12457.3,159.9512,605.1321701,0,0,1,1,1,0,1,0,0,1
3227,1,58,18863.86,245.1612,941.6039037,1,0,1,0,0,1,1,1,1,1
3228,0,87,29161.81,144.9607,1301.332682,1,0,0,0,1,0,1,1,0,0
3229,3,81,71364.52,257.6513,2061.503839,0,0,1,1,0,0,1,1,1,1
3230,0,76,18139.97,184.9963,627.2429503,1,0,1,1,0,1,1,1,1,0
3231,1,60,17625.52,124.9781,340.8145206,1,0,0,1,1,0,1,0,0,0
3232,1,58,98555.98,182.4538,971.9322124,0,0,1,0,1,0,1,1,1,0
3233,0,18,33482.23,139.9512,1131.268205,1,0,1,0,0,0,0,0,0,1
3234,1,57,19275.26,169.9928,957.1118873,1,0,1,0,1,0,1,1,0,0
3235,0,62,61913.12,159.9349,374.4704813,0,0,0,0,1,0,1,0,1,0
3236,1,40,56961.06,220.1615,1012.974384,0,0,0,0,0,1,0,1,1,1
3237,1,86,38960.89,152.466,655.4429632,1,0,1,0,1,0,1,0,1,0
3238,1,83,30192.89,142.5156,938.8632527,1,0,1,0,0,1,1,0,0,1
3239,2,52,37354.74,95.01949,1140.676882,1,0,1,0,0,1,1,0,0,0
3240,1,78,48318.32,169.9447,462.4081269,0,0,1,1,1,0,1,1,1,0
3241,5,86,68325.35,194.9744,605.6512541,0,0,0,0,1,0,1,1,0,1
3242,2,49,43121.79,182.4653,1434.719912,0,0,1,1,1,0,1,1,0,1
3243,1,56,71340.92,197.6288,691.1647876,0,0,1,1,0,1,1,0,1,1
3244,3,72,36209.68,147.4738,375.6589979,1,0,1,1,1,0,1,0,0,0
3245,3,29,20761.5,137.4616,1037.253154,1,0,0,1,0,1,1,0,0,1
3246,1,23,77235.23,147.4564,2024.875698,0,0,1,1,0,0,0,1,0,0
3247,2,80,1443.24,214.9663,1772.729252,1,0,1,0,1,0,1,1,0,1
3248,1,73,80104.26,137.4872,463.388528,1,0,0,0,1,0,1,0,0,0
3249,0,85,3174.98,197.4725,1602.19464,1,0,1,1,0,0,1,1,1,0
3250,2,70,9437.06,187.6094,1862.789527,1,0,0,0,0,0,1,0,1,1
3251,1,85,8698.92,222.65,1062.121627,1,0,1,0,1,0,1,0,1,1
3252,1,28,48448.03,277.6375,1282.671616,0,0,1,0,1,0,1,1,1,1
3253,3,72,18955.08,129.9621,1060.077964,1,0,1,1,0,0,1,0,1,0
3254,0,45,38487.58,124.9643,310.8595496,1,0,0,0,1,0,1,0,0,0
3255,2,38,24481.75,134.9509,465.1896546,0,0,0,0,1,0,1,0,0,0
3256,0,36,37715.18,159.965,1100.58554,0,0,0,0,1,0,1,0,0,1
3257,0,22,3514.8,154.9618,1571.791129,1,0,1,1,0,0,1,0,1,0
3258,0,22,30388.27,147.4713,1259.837146,1,0,1,0,0,1,1,1,0,1
3259,10,67,76740.16,137.4616,1247.334037,1,0,1,0,0,1,1,0,0,1
3260,3,28,4441.06,174.9755,703.1820621,0,1,1,1,1,0,1,0,1,0
3261,1,80,32964.42,184.967,1174.511172,0,0,0,0,1,0,1,0,1,0
3262,4,75,17202.87,174.9618,563.1178513,0,0,0,0,1,0,1,0,1,0
3263,2,19,26319.53,139.965,3158.141347,0,0,0,1,0,0,1,0,0,1
3264,1,81,71453.49,124.9607,535.7389183,0,0,0,0,0,0,1,1,0,0
3265,2,69,38594.93,267.6647,1736.70174,0,0,1,1,1,0,1,1,1,1
3266,1,52,11257.58,157.4698,804.0993561,0,0,1,0,1,0,1,1,0,0
3267,3,37,16749.24,214.9525,1072.590755,1,0,1,0,1,0,1,1,0,1
3268,0,55,53808.11,149.9915,1005.091786,0,0,1,0,1,0,1,0,0,0
3269,0,39,95843.1,164.9715,1043.339074,0,0,0,1,0,0,1,1,1,0
3270,0,64,36171.15,164.967,3181.511605,1,0,1,1,0,0,1,0,1,0
3271,1,80,34784.01,204.961,1041.036664,0,0,1,1,1,0,0,1,0,1
3272,7,46,43134.57,92.45514,1545.148232,0,0,0,0,0,0,1,0,0,0
3273,1,19,35168.77,207.6094,757.2197489,1,0,0,0,1,0,1,0,1,1
3274,1,81,17555.47,184.9715,1196.094746,1,0,0,1,1,0,1,1,1,0
3275,0,38,20179.28,187.4974,1117.725477,1,0,1,0,0,0,1,1,0,1
3276,6,62,29491.37,192.4705,602.3082109,0,0,1,0,1,0,1,1,0,1
3277,2,85,40453.58,129.9621,734.3603159,0,0,0,1,0,0,1,0,1,0
3278,4,50,3853.35,162.4982,680.0803141,1,0,1,1,0,1,1,1,0,1
3279,1,37,24847.04,202.6362,2436.72717,1,0,0,1,0,0,1,0,1,1
3280,0,71,41443.9,137.4616,721.4679959,1,0,1,1,0,1,1,0,0,1
3281,7,81,83140.55,147.4713,563.7131359,0,0,1,0,0,1,1,1,0,1
3282,2,23,14413.03,207.6094,990.5923177,0,1,0,1,1,0,1,0,1,1
3283,8,77,79480.55,159.965,724.2818214,0,0,0,0,1,0,1,0,0,1
3284,3,29,90839.09,147.4421,1518.371398,0,0,1,0,1,0,1,0,0,1
3285,1,18,44641.21,172.4705,1102.197408,1,0,0,0,0,0,1,1,0,1
3286,9,81,10881.57,204.961,1927.803648,0,0,1,0,1,0,1,1,0,1
3287,4,86,6992.92,182.4608,2162.669491,0,0,0,0,1,0,1,0,0,1
3288,5,46,46369.85,159.9512,437.7915053,0,0,1,1,1,0,1,0,0,1
3289,3,86,24173.97,127.4601,2239.792619,1,0,0,0,0,0,1,0,0,0
3290,3,33,41158.63,92.45514,1691.734997,0,0,1,0,0,0,1,0,0,0
3291,0,71,32865.97,242.6281,1071.774579,0,0,0,0,1,0,1,0,1,1
3292,0,47,67295.09,194.9581,1112.439443,1,0,1,0,1,0,1,1,1,0
3293,2,72,80363.72,204.9634,1020.408124,0,0,1,0,1,0,1,1,1,0
3294,2,83,24322.13,147.4738,805.8117417,1,0,0,1,1,0,1,0,0,0
3295,1,72,43457.22,104.9629,831.9969597,0,0,0,0,0,1,1,0,1,0
3296,0,42,54417.19,167.4564,1086.270579,1,0,1,0,1,0,1,1,0,0
3297,6,89,34545.05,184.967,1189.205287,0,0,0,0,1,0,1,0,1,0
3298,4,50,23753.54,92.45514,785.2993593,0,0,1,1,0,0,1,0,0,0
3299,4,63,72873.27,245.175,1076.444999,0,0,0,0,0,1,1,1,1,1
3300,0,88,57295.46,140.0342,1452.568552,0,0,1,0,0,1,1,1,0,0
3301,0,65,28955.02,127.5112,545.6056589,1,0,1,0,0,1,1,1,0,0
3302,0,40,25781.26,142.4713,1194.656781,0,0,1,0,0,0,1,0,1,0
3303,2,18,42546.5,172.4705,1466.448878,0,0,1,0,0,0,1,1,0,1
3304,1,49,23947.08,157.4836,1379.971168,0,0,0,0,1,0,1,1,0,0
3305,2,39,54416.48,147.4738,1398.283635,1,0,0,0,1,0,0,0,0,0
3306,4,54,16577.49,187.4811,2255.363032,1,0,1,0,0,0,1,1,1,0
3307,2,29,49844.68,137.4616,722.927922,0,0,0,0,0,1,1,0,0,1
3308,0,47,24077.35,232.6228,879.1284854,1,0,0,0,1,0,1,0,1,1
3309,1,77,11960.32,252.624,877.7033783,0,0,0,1,1,0,1,1,1,1
3311,2,64,50334.51,187.656,1122.270266,1,0,0,0,0,1,1,0,1,1
