,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_Fiber Optic,InternetService_None,Tablet_Yes,Phone_Yes,TechSupport_Yes
2855,3,65,34421.07,9.974199,0,4.424083,245.1612,1,0,0,0,1,1,1,1
2856,3,73,43334.45,7.681019,0,1.462471,169.9447,1,0,0,1,0,1,1,0
2857,3,79,27777.59,6.327621,0,9.952476,182.49,1,0,0,0,1,0,0,0
2858,0,34,19366.57,14.11844,0,1.133367,212.6228,1,0,0,0,0,1,1,0
2859,7,45,56067.63,10.12377,0,14.40435,137.4836,1,0,0,0,0,0,0,0
2860,1,34,29044.8,9.651896,0,4.300397,204.9797,0,0,0,1,0,1,1,1
2863,7,21,63171.36,12.77256,0,8.24734,162.4538,0,0,0,0,0,0,1,1
2864,4,49,52931.37,11.35043,0,10.8754,152.4555,1,0,0,0,0,0,1,0
2865,3,86,35615.92,8.270725,1,6.067975,192.4885,0,0,0,1,0,0,1,1
2866,0,55,13002.99,11.39269,0,5.602813,139.9568,1,0,0,1,0,0,1,0
2867,2,64,17542.52,6.726676,0,9.938487,194.9992,0,0,0,0,1,0,1,1
2868,1,76,71560.17,8.989551,0,13.96391,139.9512,1,0,0,0,0,0,1,1
2869,1,84,10457.56,9.818493,0,9.841833,210.138,0,0,0,0,1,0,1,1
2870,1,18,47106.04,12.54048,0,5.129029,95.01949,1,0,1,0,1,0,1,0
2871,4,34,6402.95,7.580234,1,3.612294,149.9447,1,0,0,0,0,0,1,0
2872,3,30,45142.5,13.1997,0,9.430096,159.9349,0,0,0,1,0,0,1,0
2873,4,39,38759.29,4.527242,1,6.699323,192.4567,0,0,0,1,0,1,1,1
2874,7,62,41195.08,14.83341,0,6.895966,127.4887,1,0,0,0,1,0,1,0
2875,1,43,45989.68,12.09619,1,16.56847,255.1336,0,0,0,0,0,0,0,0
2876,0,55,62894.22,6.601125,0,16.71459,92.45514,1,0,1,0,0,0,1,0
2877,8,36,56815.09,13.01529,1,16.48485,179.9476,1,0,0,1,0,0,1,0
2878,4,21,66357.52,16.09553,0,2.458795,147.4564,1,0,1,0,0,0,1,0
2879,0,77,89957.16,10.32418,0,6.6307,169.9447,1,0,0,1,0,1,1,0
2880,8,52,20069.27,7.070888,1,11.52687,149.9776,1,0,0,0,1,0,1,1
2881,4,27,9856.89,10.80585,0,2.984004,137.4836,1,0,1,0,0,1,1,0
2882,4,41,14834.59,8.868239,1,4.646695,237.6549,0,0,0,0,0,0,1,1
2883,1,55,13210.96,8.733741,0,22.24529,137.4872,1,0,0,1,0,0,0,1
2884,4,70,18608.64,7.364011,0,14.89363,107.5286,1,0,0,0,1,1,1,1
2886,1,40,11923.86,6.889062,1,19.6274,137.4872,0,0,0,1,0,0,1,1
2887,1,41,12005.02,7.580987,0,13.49323,127.4887,0,0,0,0,1,0,1,0
2888,2,32,31540.93,9.653612,0,12.69289,114.9658,1,0,1,0,1,0,1,0
2889,2,27,60364.04,10.82253,1,18.58829,222.6362,0,0,0,1,0,0,1,1
2890,2,72,5092.67,8.059068,1,14.34935,187.656,1,0,0,0,1,0,1,0
2891,0,83,14973.52,8.226403,0,7.881289,174.9768,0,0,0,0,0,0,1,1
2892,1,61,9327.52,9.904595,0,4.63962,235.1417,1,0,0,0,0,0,1,1
2893,2,33,33504.33,10.36695,0,10.76391,184.9647,1,0,0,1,0,0,1,1
2894,1,82,44312.5,11.00923,0,12.47148,147.4421,0,0,0,1,0,0,1,0
2895,4,42,29125.59,13.03944,0,8.387102,174.9755,0,0,0,1,0,1,1,0
2896,0,49,34797.6,11.76312,1,12.89076,214.9663,1,0,0,1,0,0,1,0
2897,1,33,29268.79,6.146076,1,6.726078,147.4564,0,0,1,0,0,1,0,0
2898,1,21,14468.95,9.92622,0,14.72164,95.01949,0,0,0,0,1,1,1,0
2899,5,48,54794.23,2.747035,1,6.915354,227.4754,0,0,0,1,0,0,1,1
2900,3,82,45288.02,12.2307,2,12.23126,169.9671,1,0,1,0,1,1,1,0
2901,2,72,22137.33,6.018375,0,11.26136,152.4798,0,0,0,1,0,0,1,0
2902,0,18,32713.07,12.54931,0,9.448434,252.6378,0,0,0,1,0,0,1,0
2903,4,38,29090.38,12.76686,0,21.25517,182.4608,1,0,0,1,0,0,1,0
2904,4,65,13925.38,11.32795,0,7.467093,219.9902,1,0,1,1,0,0,1,1
2905,3,32,30454.69,6.407701,0,5.669803,107.482,0,0,1,0,0,0,1,1
2906,3,46,17549.51,6.838437,1,13.09678,139.9816,1,0,0,0,1,0,0,0
2907,2,51,2439.79,5.754038,0,6.224413,149.9483,0,0,0,1,0,0,1,1
2908,4,70,38731.74,12.99932,0,16.25655,127.4586,1,0,0,0,1,1,1,0
2909,3,45,19739.42,9.995799,0,10.74959,220.1185,1,0,0,1,0,1,1,1
2910,1,22,17241.1,9.959938,1,16.42222,217.4725,1,0,0,1,0,1,1,1
2911,1,64,36384.55,8.967992,0,5.585075,195.0062,0,0,1,1,0,1,1,1
2912,5,54,8168.76,6.991807,0,3.583025,159.9349,0,0,0,1,0,0,1,0
2914,3,73,79117.6,11.14249,0,2.457741,92.45514,1,0,0,0,0,0,1,0
2915,0,29,36415.41,5.620259,0,5.006746,164.9647,0,0,0,0,0,0,1,1
2916,0,20,6528.33,5.902462,0,17.53363,199.9902,1,0,0,0,0,0,1,1
2917,0,67,47375.49,11.62995,1,11.9781,245.175,0,0,0,0,1,0,1,0
2918,1,44,26040.67,12.19992,0,21.06329,127.4958,0,0,0,1,0,0,1,0
2919,0,24,29604.72,10.56558,2,9.453234,182.4538,1,0,0,1,0,0,1,1
2920,1,88,29321.73,9.702895,2,3.109148,194.9699,1,0,0,1,0,0,1,1
2921,9,80,6548.73,8.870546,1,16.93921,167.4564,1,0,1,1,0,0,1,0
2922,4,44,13029.09,4.575379,0,10.16511,174.9581,0,0,0,0,0,0,0,0
2923,3,18,9443.65,12.964,0,2.598272,127.4601,0,0,0,0,0,0,0,1
2924,0,30,39940.05,10.06356,1,1.717806,147.4564,1,0,0,0,0,0,1,0
2925,1,78,34293.99,8.327232,0,2.224742,177.4876,0,0,0,0,0,0,1,1
2926,8,60,20537.04,10.19137,1,10.7668,204.9797,0,0,1,1,0,0,1,1
2927,0,56,98436.93,11.2239,0,4.847252,219.9902,1,0,1,1,0,0,1,1
2928,4,31,34512.65,20.30462,1,11.16076,124.9607,1,0,0,0,0,0,0,0
2929,1,77,23241.01,12.80332,1,1.200249,194.9663,0,0,0,0,0,0,0,0
2930,2,30,28600.78,11.67122,0,21.53238,204.9634,1,0,0,1,0,0,1,0
2931,2,73,65905.54,12.21062,0,5.656086,152.5022,0,0,1,0,1,0,1,0
2932,3,49,24271.95,7.262788,1,8.840599,194.9744,1,0,1,1,0,1,1,1
2933,4,63,10192.04,8.601513,0,22.38582,157.4836,1,0,0,1,0,0,1,0
2934,3,74,6932.32,8.665467,0,9.417302,245.147,1,0,0,0,0,0,1,1
2935,4,39,23502.47,10.65341,1,4.278907,117.4835,1,0,0,0,1,1,1,0
2936,2,83,33172.33,12.47288,0,4.799511,174.9755,0,0,0,1,0,0,1,0
2937,1,42,16447.16,8.521897,0,32.97693,149.9621,0,0,1,1,0,0,1,0
2938,0,85,41899.29,9.283462,0,12.05316,212.6415,1,0,0,0,0,0,1,1
2939,1,39,43859.06,10.99491,3,3.294082,159.965,0,0,0,1,0,1,1,0
2940,3,27,9791.48,11.15522,0,7.129721,114.9728,1,0,0,1,0,1,1,0
2941,4,29,13656.87,6.471399,0,15.23335,192.4705,0,0,0,1,0,0,1,0
2942,1,35,33138.54,7.197275,0,4.273105,147.4893,1,0,0,0,1,0,1,1
2943,1,35,23661.52,11.34425,0,13.19046,162.4608,0,0,0,0,0,1,1,0
2944,1,32,91022.36,15.16412,0,10.91353,159.983,0,0,0,1,0,1,1,1
2945,1,70,17670.66,6.969893,0,10.3362,222.6143,0,0,0,0,0,1,1,1
2946,3,76,34492.59,6.850694,0,12.24574,184.9797,1,0,0,0,0,0,1,1
2947,3,32,12530.16,4.585813,2,13.62126,169.9378,1,0,0,1,0,1,1,0
2948,1,58,55438.14,11.02008,1,12.73029,152.4742,0,0,0,0,0,0,1,1
2949,1,34,27450.8,9.403453,0,8.681614,245.1457,0,0,0,1,0,0,1,0
2950,1,56,1722.01,5.672009,1,15.38202,147.4783,0,0,0,1,0,0,1,0
2951,0,72,55046.63,11.41187,0,7.513611,149.9707,0,0,0,0,1,0,0,1
2952,3,59,10121.11,10.67622,1,11.05993,242.6143,1,0,0,1,0,0,1,1
2953,3,87,15469.0,9.593637,1,6.611955,194.9744,1,0,0,1,0,1,1,1
2954,2,25,78059.33,6.165032,0,9.040057,197.4876,1,0,0,1,0,0,1,1
2955,2,74,50656.38,14.37122,1,25.11299,125.0073,1,0,0,0,1,0,1,0
2957,4,63,22830.86,13.45773,1,7.845114,129.9778,0,0,0,0,0,0,1,1
2958,0,23,15240.37,9.742724,1,7.773669,124.9781,1,0,1,1,0,1,1,0
2959,0,63,59871.53,11.64537,0,10.92196,182.497,1,0,0,1,0,0,1,0
2961,4,44,33035.98,5.881182,0,10.41798,117.4686,0,0,0,0,0,0,1,0
2962,2,51,20697.37,11.27574,1,9.561875,107.4806,0,0,0,0,1,0,1,0
2963,4,47,35404.27,6.599123,0,5.464488,172.5104,0,0,0,1,0,0,1,1
2964,6,62,40588.2,4.868079,0,5.966695,149.9776,0,0,0,0,1,0,1,1
2965,1,27,49071.14,10.5775,1,4.899911,169.9378,0,0,0,1,0,1,1,0
2966,7,46,26019.32,12.25489,0,11.16749,127.4601,0,0,0,0,0,0,1,1
2967,2,79,70043.21,11.40364,0,13.16571,210.1051,1,0,0,0,0,0,1,0
2969,0,74,25667.66,6.799101,0,4.367739,152.5104,0,0,0,0,0,0,1,1
2970,2,18,30253.76,6.244769,0,12.78697,92.5018,0,0,0,0,1,1,1,0
2971,3,55,42972.18,10.17557,1,6.842584,139.9512,0,0,0,0,0,1,1,1
2972,3,75,46151.13,9.278879,0,1.450219,162.4608,0,0,0,0,0,1,1,0
2973,3,40,35849.72,14.35913,0,10.29318,137.5165,1,0,0,0,1,1,1,1
2974,0,53,13230.67,12.05681,0,3.326476,149.9483,1,0,0,1,0,0,1,1
2975,1,56,55794.29,7.619574,0,13.8101,104.9781,0,0,1,0,0,1,1,0
2976,1,22,25877.54,8.018422,0,6.039499,124.9607,1,0,1,0,0,1,1,0
2977,2,89,41848.9,12.74478,0,10.11079,147.4893,1,0,0,0,1,0,1,1
2979,1,38,44420.18,9.008834,1,8.509962,124.9781,0,0,0,1,0,0,1,0
2980,0,46,13360.17,14.75288,1,1.602966,137.4836,1,0,0,0,0,0,1,0
2981,9,38,19990.91,5.582356,0,2.117403,182.4676,1,0,0,1,0,0,0,0
2982,3,24,50965.27,14.22707,0,2.251237,245.147,0,0,0,0,0,1,1,1
2983,4,54,32987.01,12.62145,0,2.089917,230.1344,0,0,0,0,1,1,1,0
2984,0,69,96753.8,11.13605,1,10.94284,232.6415,1,0,0,1,0,0,1,1
2985,7,70,30207.09,0.9952896,0,15.39419,207.6094,1,0,0,1,0,0,1,0
2986,0,79,45633.91,7.412049,0,17.25514,137.4836,1,0,0,0,0,1,1,0
2987,2,44,86896.2,8.212326,1,9.349103,127.4887,0,0,0,0,1,1,1,0
2988,0,63,29782.39,13.7683,0,15.04337,265.147,1,0,0,1,0,0,1,1
2989,1,84,8249.6,8.561303,0,7.066142,112.4551,1,0,0,1,0,0,1,0
2990,5,76,18493.95,11.00436,0,4.327078,164.9889,0,0,0,1,0,0,1,1
2992,1,29,16226.12,6.414763,0,5.526815,162.4538,0,0,0,0,0,0,1,1
2993,1,84,19427.81,6.718432,0,2.080255,265.1283,1,0,0,1,0,0,1,0
2995,1,29,5317.94,6.133776,0,2.847117,159.9794,1,0,0,0,0,0,1,0
2996,1,38,8461.79,8.458739,0,10.72393,220.1149,1,0,0,0,0,0,0,0
2997,1,20,84399.36,12.85535,0,2.1782,152.4624,0,0,0,0,0,1,1,0
2998,1,31,31715.37,10.77811,0,10.24306,162.4818,0,0,0,0,1,0,1,0
2999,2,46,51108.77,10.56625,0,11.65333,139.983,0,0,0,0,0,1,1,1
3000,2,59,66148.83,7.718284,0,3.000251,235.1372,1,0,0,0,0,1,1,1
3001,7,25,26190.19,9.88811,1,7.916586,162.5005,0,1,0,0,1,1,1,1
3003,1,77,25806.54,12.93786,1,5.519258,225.1786,1,0,0,0,1,0,1,1
3004,3,46,48267.33,6.566714,0,5.944147,164.9853,0,0,0,0,0,0,1,0
3005,1,22,15864.7,14.3962,0,3.255652,242.6281,0,0,0,1,0,0,1,0
3006,0,31,37734.22,16.64886,0,1.868309,245.1457,0,0,0,1,0,0,0,0
3007,0,80,14433.56,8.733939,0,13.46637,255.1198,1,0,0,0,0,0,1,1
3008,4,85,89441.6,6.862006,1,22.54598,149.9915,0,0,0,1,0,1,1,0
3009,4,72,74252.79,9.091339,0,5.787415,169.9378,1,0,0,1,0,0,1,0
3010,1,25,43930.42,11.49429,1,1.125218,169.9928,1,0,1,1,0,0,1,1
3011,4,82,16149.85,10.01143,0,6.548905,149.9845,0,0,0,0,1,0,1,0
3012,3,89,25979.07,9.135272,0,1.799293,117.4686,0,0,0,0,0,1,0,0
3013,0,65,34356.62,8.70624,0,7.012788,182.4653,1,0,0,1,0,0,1,0
3014,1,39,44779.1,6.280831,0,9.539097,255.1336,0,0,0,0,0,0,1,0
3015,4,71,103306.6,11.73966,0,8.58684,192.4567,1,0,0,1,0,0,1,1
3016,0,68,5505.74,6.224176,0,7.179432,174.9882,0,0,0,0,0,1,1,0
3017,3,70,58836.68,13.62664,1,6.971589,210.1518,1,0,1,0,1,0,1,0
3018,1,75,23086.45,7.483489,0,14.26274,114.9658,1,0,0,0,1,1,1,0
3019,7,28,96788.12,14.27531,2,21.73641,182.4653,0,0,0,1,0,0,1,0
3020,0,60,12100.28,7.683526,0,5.867453,124.9607,0,0,0,0,0,0,1,0
3021,3,28,11068.12,10.36729,1,17.32489,137.4684,0,0,0,0,1,0,1,0
3022,0,26,10270.29,5.261171,1,2.80856,149.9621,0,0,1,1,0,1,1,0
3024,7,69,26803.44,7.024192,0,19.77964,222.6362,1,0,0,1,0,1,0,1
3025,0,64,44900.84,10.03005,0,7.342789,262.6106,1,0,0,1,0,0,1,0
3026,4,53,67156.75,7.163319,1,1.813125,149.9598,0,0,0,1,0,0,1,0
3027,4,82,28738.5,10.653,1,20.95648,200.1323,1,0,0,0,0,0,1,0
3028,3,22,63286.15,11.34582,0,18.47081,132.466,0,0,0,0,0,1,1,1
3029,3,39,32221.49,9.399095,0,1.571176,159.9512,1,0,0,1,0,0,1,1
3030,3,67,5099.11,18.40676,0,17.2501,187.656,1,0,0,0,1,1,1,0
3031,1,19,45594.27,6.125568,1,8.74736,162.4526,0,0,0,1,0,1,1,0
3032,3,36,72663.08,10.48235,0,13.36539,182.4433,0,0,0,0,0,1,1,0
3033,2,89,27157.3,13.14802,0,7.311512,184.9647,1,0,0,1,0,0,1,1
3034,8,80,43620.71,10.92788,2,13.98482,275.1336,1,0,1,1,0,1,1,0
3035,0,51,36149.29,4.48145,0,18.24928,232.6378,0,0,0,0,0,0,1,0
3036,4,32,17615.71,9.249754,0,3.101413,159.9349,0,0,0,1,0,1,1,0
3037,4,65,40599.16,7.813956,1,6.150351,172.4441,0,0,0,1,0,0,1,1
3038,0,35,38418.96,11.41893,0,5.97747,127.4783,1,0,0,0,0,0,1,0
3039,1,36,69960.26,10.80515,0,14.83659,222.6143,1,0,0,0,0,0,1,1
3040,3,54,43618.17,8.917382,0,7.72199,252.6378,0,1,0,1,0,1,1,0
3041,2,78,75452.77,7.876098,0,2.10678,217.4725,0,0,1,1,0,0,1,1
3042,7,82,43098.2,9.071716,0,3.518534,210.127,1,0,1,1,0,0,1,0
3043,0,61,35388.48,8.587338,1,3.172425,172.5104,0,0,1,1,0,0,1,1
3044,2,61,37993.51,12.03535,1,2.266934,212.6415,1,0,1,0,0,0,1,1
3045,8,83,24875.19,9.319944,0,8.794478,117.4858,1,0,1,0,1,0,0,0
3046,2,61,13138.02,12.50981,0,7.5636,187.656,0,0,0,0,1,1,1,0
3047,0,73,27675.71,4.656974,1,12.00194,267.6427,0,1,1,0,0,0,1,1
3048,0,33,29581.15,8.620715,0,15.64015,137.4684,0,0,1,0,1,0,1,0
3049,0,49,32745.98,12.76804,2,2.431373,137.4836,0,0,1,0,0,0,0,0
3050,0,38,41643.14,10.38163,0,17.29281,172.4885,0,0,0,0,0,0,1,1
3051,2,27,52558.45,5.932274,0,21.13934,232.6707,0,0,0,0,1,1,1,1
3052,3,23,19508.33,8.224676,0,4.462414,124.9643,1,0,0,1,0,1,1,1
3053,1,82,40528.85,8.964938,0,15.77942,202.4433,0,0,0,1,0,0,1,0
3054,8,27,89747.43,13.46958,1,11.31382,115.0021,0,0,0,0,1,1,1,0
3055,1,58,61541.53,8.128102,0,3.678847,79.97886,0,0,0,0,1,0,1,0
3056,4,21,94836.83,11.47009,0,6.967998,257.6375,0,0,0,0,0,0,1,1
3057,1,57,65435.46,4.834122,0,6.515297,137.4698,1,0,0,0,0,1,1,1
3058,4,41,28593.48,8.597035,0,15.6265,159.965,0,1,0,1,0,0,1,0
3059,0,63,34127.24,13.31608,0,7.296904,164.967,0,0,0,0,0,0,1,1
3060,2,42,42517.98,10.58815,0,7.032433,245.1283,1,0,0,0,0,0,1,0
3061,0,62,61879.76,10.58433,0,17.09722,212.6228,0,0,0,0,0,0,1,0
3062,8,66,44166.94,10.54343,1,2.563452,117.4858,0,0,0,0,1,1,1,0
3063,1,29,78712.17,8.473613,0,8.287531,152.4624,0,0,1,0,0,0,1,0
3064,0,75,33869.92,12.20023,0,2.437932,169.9447,0,0,0,1,0,1,1,0
3065,1,20,97694.83,10.18788,0,11.81853,112.4844,1,0,0,0,1,0,1,0
3066,0,19,35980.24,13.54628,1,28.06447,169.9671,0,0,0,0,1,1,1,0
3067,1,57,41550.85,10.53385,1,10.02202,202.4433,0,0,0,1,0,0,0,0
3068,3,72,34940.98,9.397798,0,4.731989,174.9919,0,0,1,1,0,1,1,1
3070,0,25,50629.79,2.732357,0,16.01922,127.475,0,0,0,0,1,0,1,1
3071,3,62,72764.42,6.900504,1,7.220079,147.4783,0,0,0,1,0,0,1,0
3072,0,43,32017.56,14.66079,0,4.454344,162.4538,0,0,0,0,0,0,0,1
3073,2,89,11722.42,5.723715,0,11.20366,144.9607,0,0,0,1,0,0,1,0
3074,0,28,45888.26,18.19254,0,9.858242,162.4526,1,0,0,1,0,0,1,0
3075,0,19,14090.14,11.48341,1,1.689999,192.4567,1,0,1,1,0,0,1,1
3076,0,68,64315.91,13.48535,1,7.899007,222.65,1,0,0,1,0,0,1,0
3077,1,63,48178.83,8.200607,2,10.52622,149.9598,0,0,0,1,0,0,0,0
3078,1,31,22985.19,10.82436,0,11.15074,162.4676,0,0,0,0,0,0,1,0
3079,2,55,27187.1,9.467888,0,17.2154,152.4742,1,0,0,0,0,0,1,1
3080,2,21,13131.39,11.77423,0,8.922175,169.9378,0,0,0,1,0,1,1,0
3081,1,59,38867.93,4.711767,0,4.267801,172.4567,1,0,0,0,0,0,1,1
3082,3,40,54741.36,10.85027,2,1.294635,197.4725,0,0,0,0,0,0,1,1
3083,0,86,62709.94,11.19605,0,2.168042,159.9476,1,0,1,0,0,0,1,0
3084,0,23,53227.7,15.29979,1,8.268061,232.6228,0,0,0,1,0,1,1,0
3085,0,89,20089.1,11.98454,0,5.538303,124.9935,0,0,0,0,1,0,1,1
3086,6,24,18946.77,10.89639,1,7.733033,149.9483,0,0,0,1,0,1,0,1
3087,3,19,27134.99,11.3254,0,6.446693,129.9621,1,0,0,0,0,0,1,0
3088,1,75,11711.93,8.458642,0,11.81544,140.0049,0,0,0,1,0,0,1,1
3089,3,64,6196.02,6.715052,0,20.72068,92.45514,1,0,0,0,0,0,1,0
3090,4,23,24130.48,6.425239,0,20.74516,267.6427,1,0,1,0,0,0,1,1
3091,1,86,26224.1,10.28547,1,4.24454,107.4958,1,0,0,0,0,1,1,0
3092,0,44,28588.01,4.380817,1,16.88185,162.4608,1,0,0,0,0,0,1,0
3093,9,74,28507.21,8.654216,0,6.184122,94.97283,0,0,0,0,0,0,1,0
3094,5,25,34364.84,10.76239,0,10.12304,147.4713,0,0,0,0,1,0,1,0
3095,3,37,35801.05,11.04908,0,3.046588,204.9496,1,0,0,1,0,0,1,1
3096,10,20,26435.11,11.2124,0,1.365304,210.127,1,0,0,1,0,1,1,0
3097,1,62,50382.25,11.54934,1,11.34636,105.011,0,1,0,0,1,0,1,1
3098,3,23,69658.99,10.96556,1,19.77218,137.4872,1,0,1,1,0,0,1,1
3099,1,64,27549.98,8.76848,0,10.59517,182.4433,0,0,1,0,0,1,1,0
3100,2,69,35531.41,8.920519,1,16.17631,152.4624,1,0,0,0,0,0,1,0
3101,9,76,25114.38,9.473029,0,3.493433,192.4404,1,0,0,1,0,1,1,0
3102,4,75,29712.43,5.453667,0,10.31129,179.9794,0,1,0,1,0,0,1,0
3103,0,50,16284.04,7.716878,0,8.33073,182.49,1,0,0,0,1,1,1,0
3104,5,55,34502.38,11.37883,0,3.267702,187.6094,0,0,0,0,0,0,1,0
3105,0,60,8191.55,9.5481,1,1.891666,172.5034,0,0,0,0,1,1,1,1
3106,0,76,23852.88,10.4737,0,6.06866,167.4564,0,0,1,1,0,0,1,0
3107,0,71,65905.06,8.642574,0,2.290777,124.9607,0,0,1,0,0,1,1,0
3108,2,31,80392.41,9.736413,1,7.53282,149.9378,0,0,0,0,0,0,1,0
3109,1,28,15539.98,10.54741,0,9.27204,187.6094,0,0,0,0,0,1,1,0
3110,2,63,37204.88,12.01598,1,6.725815,182.497,0,0,0,1,0,0,1,0
3111,2,59,75961.5,8.804879,0,2.320115,139.9512,1,0,0,0,0,0,1,1
3112,8,86,58668.34,9.852216,1,15.41267,162.4689,1,0,0,1,0,0,1,1
3113,10,85,47909.61,9.089124,0,12.55601,167.4564,0,0,1,1,0,0,1,0
3114,0,65,52918.39,9.716777,0,20.51646,127.525,0,0,0,0,1,1,1,0
3115,0,53,19734.93,9.326261,0,1.304537,159.9476,1,0,0,0,0,0,1,0
3116,3,26,7399.99,11.90764,2,17.15829,222.6143,0,0,0,0,0,0,1,1
3117,1,75,35061.97,15.24347,0,23.77384,129.9778,1,0,0,0,0,0,0,1
3118,0,74,14589.73,11.31727,1,3.213888,242.6106,1,0,0,0,0,0,1,0
3119,1,43,44039.11,11.02812,2,11.00718,172.4579,1,0,0,1,0,0,1,0
3120,2,44,29538.29,11.87094,1,10.18298,225.1457,1,0,0,0,0,0,1,0
3122,8,39,36501.12,13.19515,0,2.072617,184.967,0,0,1,1,0,1,0,1
3123,1,69,35976.11,12.63329,1,3.62899,162.4689,1,0,0,1,0,0,1,1
3124,0,54,12234.1,12.96527,1,1.598975,204.961,1,0,0,1,0,1,1,0
3125,4,18,69885.69,14.51569,0,8.161424,132.466,1,0,1,0,0,1,1,1
3126,1,22,54010.14,10.53608,0,8.201372,245.147,0,0,1,0,0,0,1,1
3127,4,84,48487.99,9.437887,0,4.606587,220.1185,1,0,1,1,0,0,1,1
3128,1,54,44250.65,8.673822,1,7.469813,117.4686,1,0,0,0,0,0,1,0
3129,1,53,88400.03,14.57549,0,6.21102,222.6143,0,0,0,0,0,1,1,1
3130,0,71,59983.38,9.493706,0,2.048055,235.1591,1,0,0,1,0,0,1,1
3132,0,24,48005.6,8.682117,0,2.123318,172.4555,0,0,0,1,0,0,0,0
3134,2,45,22272.17,5.922697,0,6.631092,287.6427,0,0,0,1,0,1,1,1
3135,0,37,40760.02,12.14774,0,9.389883,245.147,0,0,0,0,0,1,1,1
3136,2,69,17373.47,9.587984,0,8.718999,255.1417,0,0,0,1,0,0,1,1
3137,0,74,20514.05,2.020834,0,9.372647,149.9845,0,0,0,0,1,0,1,0
3138,1,87,47516.45,4.806157,0,19.92045,187.4974,1,0,0,0,0,0,1,1
3139,4,42,88294.82,13.60515,0,5.43842,222.6143,0,0,0,0,0,0,1,1
3140,2,26,90583.52,5.539493,0,2.518069,177.6508,1,0,0,0,1,1,1,0
3141,0,18,44844.68,12.85748,0,4.433189,127.4783,0,0,0,0,0,0,1,0
3142,4,86,36899.75,16.87597,1,9.873195,210.1051,0,0,0,0,0,0,1,0
3143,1,42,39158.11,11.87073,0,12.03278,169.9741,0,0,0,1,0,0,1,0
3144,3,22,46677.89,5.107328,0,2.408011,139.965,1,0,0,0,0,0,1,0
3145,0,27,97020.52,6.686068,0,3.876369,120.0049,0,0,0,0,0,0,1,1
3146,0,63,19297.41,8.97627,0,7.713222,162.4982,1,0,0,0,1,1,1,1
3148,2,64,7396.95,13.51253,0,9.075014,152.4798,1,0,0,1,0,0,1,0
3149,7,85,99411.44,4.802614,1,7.802142,159.9794,1,0,0,0,0,0,1,0
3150,1,21,64204.39,12.63743,0,6.281821,172.4555,0,0,0,1,0,1,1,0
3151,4,22,9119.54,9.409854,0,10.16083,137.4836,0,0,0,0,0,0,1,0
3152,2,42,30891.62,10.46074,0,10.44121,127.4958,1,0,0,1,0,0,1,0
3153,3,74,63754.19,7.364671,0,2.923404,152.4798,0,0,0,1,0,0,1,0
3154,3,32,52174.46,5.638287,0,7.930205,197.4725,1,0,1,0,0,0,1,1
3155,1,58,39653.88,14.70902,0,7.194486,172.5104,0,0,0,1,0,0,1,1
3156,1,74,55755.9,11.08379,0,5.664193,137.4392,0,0,0,1,0,0,1,0
3157,0,39,11020.25,3.727902,0,3.41763,134.9509,1,0,0,1,0,0,0,0
3158,2,86,13631.29,10.70974,0,3.589597,287.6427,1,0,0,1,0,0,1,1
3159,8,35,22294.46,16.67865,0,4.123006,190.127,1,0,0,0,0,1,1,0
3160,0,59,8615.0,12.15921,0,3.769755,219.9902,1,0,1,1,0,1,1,1
3161,3,19,78517.82,9.566023,0,2.312021,240.1149,0,0,0,1,0,0,1,0
3162,8,63,80733.05,15.70968,0,11.96395,139.9568,1,0,0,1,0,1,1,0
3163,3,87,36947.65,11.08684,0,1.481645,107.4806,1,0,0,0,1,0,1,0
3164,4,37,76990.4,8.156206,1,4.540275,172.5104,0,0,0,1,0,0,1,1
3165,0,87,9302.37,9.578665,1,15.12639,197.4725,1,0,1,0,0,0,1,1
3166,1,46,9443.85,10.05121,0,6.894406,174.991,0,0,0,0,1,1,1,1
3167,3,24,69237.04,1.556784,2,7.994351,129.9621,0,0,1,0,0,0,1,0
3168,2,59,26026.91,6.282281,0,8.989805,139.9568,0,0,0,1,0,0,1,0
3169,2,40,70138.08,6.566112,0,22.60375,187.4673,0,0,1,0,0,1,1,1
3170,1,21,53863.95,10.70363,0,9.910534,175.0048,1,0,1,0,1,0,1,0
3171,2,23,21183.28,10.97771,0,1.597599,204.9797,1,0,0,1,0,0,1,1
3172,0,50,82809.36,13.13153,2,9.705314,140.0342,1,0,0,0,1,0,1,1
3173,1,84,30511.85,6.796972,0,9.254257,197.4702,1,0,0,0,0,1,1,1
3174,0,85,42504.3,8.178814,0,13.262,222.6654,1,0,0,0,1,0,1,1
3175,1,72,13325.5,8.91016,0,10.65826,117.4392,0,0,0,0,0,1,1,0
3176,3,47,40668.61,5.730434,0,12.05486,204.9797,0,0,0,1,0,0,1,1
3177,1,23,1817.99,9.617616,0,8.915226,162.4833,1,0,0,0,0,0,0,1
3178,1,21,22626.98,11.34087,0,5.623623,137.4836,1,0,1,0,0,0,1,0
3179,3,48,31777.28,5.042263,0,16.31066,194.9663,0,0,0,0,0,1,1,0
3180,1,76,12750.09,12.80149,0,1.324008,117.4835,0,0,0,0,1,1,1,0
