Population,Children,Age,Income,Outage_sec_perweek,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
16371,0,44,33024.18,11.35147,60.46007,5214.689346,0,0,1,1,0,0,0,0,1,0,1,0,1
261,4,73,20354.78,12.02191,61.76369,5514.862549,0,0,1,1,0,0,1,0,0,1,1,1,0
8230,1,73,43155.28,8.759467,68.3703,5802.915462,1,0,0,0,0,1,1,0,1,0,0,0,0
5736,0,82,29556.6,8.367848,9.102322,877.6347728,0,0,1,1,0,0,0,0,1,0,1,0,0
28382,0,61,40651.57,17.70648,11.93299,1758.68213,0,0,1,0,1,0,0,1,0,0,1,0,0
2479,3,37,16749.24,7.749499,6.465898,1072.590755,0,1,0,0,1,0,0,0,1,0,1,0,1
15289,0,50,29274.73,4.231785,64.18445,6247.745906,0,0,1,0,1,0,0,1,0,0,0,0,0
7,10,24,27466.82,15.08380131,14.60526414,2208.615485,0,1,0,1,0,0,0,0,1,0,1,0,0
17696,4,76,38228.16,14.23673,11.50316,2050.942844,1,0,0,0,1,0,0,1,0,0,1,1,0
1132,4,65,9612.82,9.329583,12.57563,1185.107111,1,0,0,1,0,0,0,0,1,0,0,1,0
57800,0,72,26759.06,6.612802087,9.38354759,1470.820856,0,0,1,1,0,0,0,1,0,0,0,0,0
4179,1,33,22611.29,7.681675,3.179833,1130.542862,0,1,0,1,0,0,0,0,1,0,1,1,1
14850,3,72,18955.08,10.49797,3.695049,1060.077964,0,1,0,0,1,0,0,1,0,0,0,1,0
8582,4,46,43885.58,6.111405,52.86347,4803.633727,0,1,0,0,1,0,0,0,0,1,0,0,1
1319,3,84,7878.24,12.02012,53.89174,4729.092575,0,0,1,0,1,0,0,0,1,0,0,0,0
562,1,41,27942.44,10.55184,14.09379,1439.393149,1,0,0,0,0,1,0,0,1,0,1,0,0
359,3,82,29305.72,11.64795,5.705638,602.0049206,1,0,0,1,0,0,0,0,1,0,1,0,1
208,0,65,20617.44,9.460602685,3.19677148,831.5573687,0,1,0,1,0,0,1,0,1,0,1,0,0
18745,0,70,78356.31,3.338743,63.60495,5588.56191,0,0,1,1,0,0,0,0,1,0,1,1,0
6153,2,37,35233.87,10.39968,57.07531,5427.886371,1,0,0,0,1,0,0,0,0,1,1,0,0
55737,3,35,11581.26,8.457924,59.6819,5346.463188,0,0,1,0,1,0,0,0,1,0,1,0,1
308,4,75,52982.0,11.36732,68.22903,5699.245355,0,1,0,1,0,0,0,0,1,0,1,0,0
264,8,22,10000.49,13.05148,59.9755,5770.027634,1,0,0,1,0,0,0,0,0,1,1,1,0
33168,2,59,11109.83,10.46768,8.450712,1224.407955,0,0,1,0,1,0,0,0,1,0,0,0,0
26291,1,55,77381.71,11.57025,49.19446,4355.447904,0,0,1,0,1,0,0,0,0,1,1,1,0
1421,2,56,22139.13,15.08558131,12.52485764,2138.661668,0,0,1,0,1,0,0,1,0,0,1,1,0
218,8,23,57725.74,9.142434,66.49211,6528.05337,0,0,1,0,1,0,0,1,0,0,0,0,0
5364,2,84,60476.86,8.763218085,6.325942162,717.6823944,0,0,1,1,0,0,0,0,1,0,0,0,0
15644,0,67,46323.88,14.20174,51.43424,4422.020076,0,1,0,1,0,0,0,0,1,0,1,0,0
167,7,38,15693.44,5.307312,70.59953,6496.792308,0,0,1,1,0,0,0,0,0,1,0,0,1
18216,3,82,46121.72,10.10656,19.06753,2215.644479,0,0,1,0,1,0,1,0,1,0,1,0,0
131,1,42,26005.03,13.80292,49.20691,4355.520561,1,0,0,1,0,0,1,0,1,0,0,0,0
10928,4,20,39794.55,4.676722,69.1405,6065.762988,0,0,1,1,0,0,1,0,1,0,0,1,1
30010,0,27,43778.76,7.779153,54.55457,4826.3573,0,1,0,1,0,0,0,0,1,0,0,1,1
18,2,66,13899.94,11.31545,52.83276,4747.190141,0,0,1,1,0,0,0,1,0,0,0,0,0
2107,3,36,84405.81,14.01608,9.312768,983.5145753,0,1,0,0,1,0,0,0,0,1,0,0,1
35,4,27,40826.44,7.683895,10.89683,1246.67277,0,0,1,1,0,0,0,0,1,0,0,0,0
10605,0,54,20985.69,8.552086,4.044209,991.6890153,1,0,0,0,1,0,0,0,1,0,0,0,1
999,2,89,46337.92,8.97713,65.84526,6192.473684,0,0,1,1,0,0,0,1,0,0,0,1,1
491,8,31,12265.71,9.170457,22.48816,2470.214952,0,0,1,0,1,0,0,0,1,0,1,0,0
49907,0,48,26480.5,10.85729,69.16679,6259.287322,0,0,1,0,1,0,0,1,0,0,0,0,0
524,0,48,48587.84,9.312625685,1.819217843,816.9532955,0,0,1,0,1,0,0,0,1,0,1,1,1
8112,0,87,18914.81,9.22053,18.47356,2030.890872,1,0,0,0,1,0,0,1,0,0,1,0,0
39,2,25,79402.83,10.51982,21.19498,2458.677481,0,1,0,0,0,1,0,0,1,0,0,1,1
162,2,24,24879.0,8.232258,56.0677,5815.707647,0,1,0,0,1,0,0,1,0,0,1,1,1
3560,0,65,13188.89,13.79256,58.65554,5400.888902,1,0,0,1,0,0,0,1,0,0,0,0,0
22849,8,20,37741.16,9.961483356,16.11472911,2156.405261,0,1,0,0,1,0,0,1,0,0,0,0,0
260,4,68,72454.65,7.802625,18.62057,2654.737765,0,1,0,0,1,0,0,1,0,0,1,0,1
23,0,37,28158.14,4.524233,1.24728,544.6911156,0,1,0,0,1,0,0,0,1,0,1,1,1
1418,0,43,78661.45,10.20451845,4.187033385,437.8833399,1,0,0,1,0,0,0,0,1,0,1,0,1
0,0,63,43184.08,4.272572,7.128376,1185.421568,1,0,0,1,0,0,0,1,0,0,0,0,0
26057,4,81,1441.97,11.28908676,8.006997906,1233.807825,0,0,1,1,0,0,0,1,0,0,1,0,0
299,2,37,28805.26,10.25645,6.42531,799.7665769,0,1,0,1,0,0,0,0,1,0,0,0,1
2273,1,48,76333.6,11.52986,8.696148,1475.739164,0,1,0,1,0,0,0,1,0,0,1,1,0
38436,10,53,38529.53,11.85313615,3.509036092,1242.543701,1,0,0,0,1,0,0,0,1,0,1,1,0
2377,4,25,27775.18,4.963308626,17.41856593,2026.989634,1,0,0,0,1,0,0,0,1,0,1,1,0
13547,1,52,25404.37,10.00607,71.29664,6446.951971,1,0,0,0,1,0,0,1,0,0,0,1,1
3196,3,21,50562.37,4.900081,4.418665,1290.002306,0,1,0,0,1,0,0,1,0,0,0,1,1
27856,0,85,32951.46,17.60288873,23.68987753,2900.101871,1,0,0,0,1,0,1,1,0,0,0,1,0
2424,1,62,55801.79,15.00214,10.77389,1537.645961,0,1,0,1,0,0,0,1,0,0,0,1,0
21572,1,34,29321.34,11.6262,4.995373,1186.556596,1,0,0,1,0,0,0,0,1,0,1,0,0
50079,0,63,31659.3,13.52284721,15.78214958,2070.376729,0,0,1,1,0,0,0,1,0,0,1,1,0
2012,1,59,38867.93,4.711767,4.267801,1078.288288,0,1,0,0,1,0,0,1,0,0,1,0,1
1760,2,46,6047.31,5.920795,64.99061,5878.566682,0,0,1,0,1,0,0,0,1,0,1,0,0
2032,1,65,40835.59,8.848665,16.75789,2080.564441,0,0,1,1,0,0,0,1,0,0,1,1,0
2381,1,36,18070.29,11.92268,26.14972,2957.287141,1,0,0,1,0,0,0,1,0,0,0,0,0
668,1,55,24076.33,16.32261,67.32648,5696.824115,0,0,1,1,0,0,1,0,1,0,1,0,1
191,2,26,5911.41,8.274459,68.60052,6174.634632,0,1,0,1,0,0,0,1,0,0,0,0,1
128,1,59,42452.02,14.39916,1.76975,483.0491679,0,1,0,0,1,0,0,0,1,0,0,0,1
5882,2,22,26451.48,9.17938,70.4859,6655.981104,1,0,0,0,1,0,0,1,0,0,0,0,0
80489,1,52,41329.2,5.217412,59.01535,5055.536874,0,0,1,1,0,0,0,0,1,0,0,0,1
397,2,81,49975.22,11.38322,71.31658,6821.289567,0,0,1,1,0,0,0,1,0,0,1,0,1
246,5,37,10949.55,12.94718,4.219362,786.0804243,0,0,1,0,1,0,0,0,1,0,1,0,0
8189,1,63,45016.56,10.94745,7.990345,1654.594921,1,0,0,0,1,0,0,1,0,0,0,0,1
7292,2,84,80205.9,8.819698,50.56974,4729.989422,0,1,0,1,0,0,1,0,0,1,0,1,1
2099,4,54,31318.14,14.79008,58.33853,5714.324105,0,0,1,1,0,0,0,1,0,0,1,1,1
25134,0,48,13948.3,15.89345,57.25068,4941.36404,0,1,0,0,1,0,1,0,0,1,1,0,0
12,6,32,31534.3,16.88379,1.835282,1040.201495,0,1,0,0,0,1,0,0,0,1,1,1,0
3317,0,80,51063.25,8.46938,61.52081,5777.025623,1,0,0,0,1,0,0,1,0,0,0,1,1
10977,1,33,29268.79,6.146076,6.726078,1212.659466,1,0,0,1,0,0,1,1,0,0,1,0,0
1327,1,79,35666.27,10.26788,68.64269,6051.500521,0,0,1,0,1,0,0,1,0,0,0,0,0
2076,6,64,19398.68,9.060299,50.79108,4610.018066,1,0,0,0,1,0,0,0,0,1,1,0,0
247,1,87,68105.34,8.799767,65.15989,5575.553256,0,1,0,0,1,0,0,0,1,0,0,1,1
36923,4,74,102080.72,10.14600151,11.57257501,1638.383088,1,0,0,1,0,0,1,1,0,0,1,1,1
4389,1,49,11267.89,6.764861,63.71082,5832.660558,0,0,1,1,0,0,0,1,0,0,0,0,0
36817,9,69,61475.04,14.46243735,7.607475355,1150.859858,1,0,0,0,1,0,0,0,0,1,0,0,0
702,1,81,28781.12,9.878807,62.35684,5695.835152,1,0,0,0,1,0,0,1,0,0,1,0,0
14744,0,20,94995.33,7.957,70.62907,6045.138773,0,1,0,1,0,0,0,0,0,1,0,0,1
58160,1,19,6551.44,9.262983,45.03776,4231.43285,0,0,1,0,1,0,0,0,0,1,1,0,1
2263,4,26,27196.91,8.712155,7.348696,1080.503708,0,0,1,1,0,0,0,0,1,0,0,1,0
25,4,39,28420.39,5.282356868,9.585621689,1104.883551,0,0,1,1,0,0,0,0,0,1,0,1,1
5111,0,28,96575.06,7.469608,66.15184,6067.585868,0,0,1,0,1,0,0,0,0,1,0,0,0
830,3,66,23693.41,8.186941,10.42522,1619.969692,0,1,0,1,0,0,0,1,0,0,1,1,0
33,1,86,43824.26,9.086285,7.944389,1237.129631,0,1,0,0,1,0,0,0,0,1,0,0,1
7216,1,43,54674.22,9.311560353,1.375013189,338.2592054,1,0,0,0,1,0,0,0,1,0,0,0,0
17879,6,75,45869.12,10.58093125,2.5238884,779.392646,0,1,0,0,1,0,0,0,1,0,1,1,0
23256,0,59,17485.75,11.0827,67.12744,5717.831853,1,0,0,0,1,0,0,0,1,0,0,0,0
56811,1,22,9906.53,4.648055,55.06506,4794.084269,0,1,0,1,0,0,0,0,1,0,0,0,1
61,4,86,36899.75,16.87597,9.873195,1774.439822,0,0,1,1,0,0,0,1,0,0,0,0,0
0,2,44,6551.34,10.89868,57.89761,5139.969727,1,0,0,0,1,0,1,0,1,0,1,0,1
2683,3,61,84478.95,10.43043,8.06514,866.9483546,0,1,0,0,1,0,0,0,1,0,1,0,0
7190,2,53,44295.41,9.984016,4.597088,909.4363783,0,1,0,1,0,0,1,1,0,0,1,0,0
219,1,77,78317.51,9.637687,6.678303,1307.120014,1,0,0,0,1,0,1,1,0,0,1,1,0
1567,0,35,25405.05,8.915517,57.89585,5128.90263,0,1,0,0,1,0,0,0,1,0,0,0,1
661,4,28,16984.19,10.22821,57.89422,5531.532115,1,0,0,1,0,0,0,1,0,0,0,1,1
61045,2,82,68122.23,9.22949351,18.9537053,1746.405243,1,0,0,1,0,0,0,0,1,0,1,0,0
3814,3,80,14009.63,10.37611,60.98195,5725.421883,1,0,0,1,0,0,0,1,0,0,1,0,0
46,0,25,73571.78,4.391327,7.038169,1280.711037,0,0,1,1,0,0,0,0,0,1,0,0,0
151,1,83,17993.91,13.45991,23.99384,2615.909854,0,1,0,0,1,0,0,1,0,0,1,0,1
1351,4,30,43778.88,9.239469,57.49156,5284.148453,0,0,1,0,1,0,0,0,1,0,1,0,0
447,1,22,39281.35,14.68014234,7.931439645,1262.007891,0,0,1,0,1,0,0,0,1,0,1,1,0
66,6,84,43041.47,15.37501,54.17218,5116.876043,1,0,0,1,0,0,1,1,0,0,0,0,0
6569,0,44,19620.4,10.30722,6.971587,1090.821866,0,1,0,0,1,0,0,0,1,0,0,0,0
8784,0,65,42739.62,12.93123,17.21579,1670.944369,0,0,1,0,1,0,0,0,1,0,1,0,0
41,3,76,8523.51,11.72281518,7.772523197,884.3816817,0,1,0,1,0,0,0,0,1,0,0,1,0
30,0,42,30649.31,12.65015936,14.76468813,1963.332683,0,1,0,0,1,0,0,1,0,0,1,0,1
190,0,46,28733.56,11.57607855,5.396647294,765.7044853,0,0,1,0,1,0,0,0,0,1,1,0,0
1875,2,18,56747.02,6.715067,68.6663,6145.669296,1,0,0,1,0,0,0,0,1,0,1,1,1
3365,0,57,21253.32,4.612988,60.08382,5229.143504,1,0,0,0,1,0,0,0,1,0,1,1,0
134,3,87,27817.23,9.702296,58.87396,5375.881358,1,0,0,0,1,0,0,1,0,0,0,1,1
5587,3,50,70321.71,12.99114,4.617824,967.8404944,0,1,0,0,1,0,0,0,1,0,0,1,1
391,4,30,35026.08,11.09976,58.6209,5059.515014,1,0,0,1,0,0,1,0,0,1,1,0,0
523,4,77,20637.36,8.711448,5.192447,943.0894026,1,0,0,0,1,0,0,0,1,0,1,0,1
13487,1,61,21804.87,13.81801,61.32712,5431.697734,1,0,0,0,1,0,0,0,0,1,0,0,1
7711,0,43,47529.47,13.17617062,7.380291282,823.39436,0,1,0,1,0,0,0,0,0,1,0,0,1
913,3,88,30836.33,7.908562,70.17136,5884.793295,1,0,0,0,1,0,0,0,1,0,0,1,1
949,3,40,35849.72,14.35913,10.29318,1207.830056,1,0,0,0,1,0,0,0,0,1,1,1,1
371,0,50,14053.15,14.17602329,10.06145053,1806.970628,0,0,1,0,1,0,1,1,0,0,1,1,1
79996,0,34,17736.57,11.61228,3.211508,638.2966688,0,0,1,0,1,0,1,0,1,0,0,1,0
16690,0,77,10924.25,8.042615,66.76266,6199.518144,0,1,0,0,1,0,0,1,0,0,1,1,0
915,0,25,22823.11,9.521566,29.35795,3232.873635,0,0,1,0,1,0,0,0,1,0,1,0,1
5176,3,82,10480.49,10.24188,59.15713,5081.314229,0,0,1,1,0,0,0,0,0,1,1,1,0
3137,0,86,55580.57,10.55807,51.08011,4148.090988,0,1,0,1,0,0,0,0,1,0,0,1,0
17620,1,68,14441.87,7.775552,56.20288,5147.808018,0,1,0,0,0,1,0,0,0,1,1,1,0
3929,3,87,53591.84,7.587447184,7.860641328,1647.423104,0,0,1,1,0,0,0,1,0,0,1,0,0
21301,1,82,80905.43,13.86573,68.14733,6235.95972,0,1,0,0,1,0,0,1,0,0,0,0,0
3015,4,23,54773.38,6.301705,47.99026,4728.939595,1,0,0,0,1,0,0,0,1,0,0,1,0
27017,2,41,40818.88,7.846047,51.92063,4662.416793,0,1,0,0,1,0,0,0,1,0,0,0,1
166,4,66,82924.09,9.816727691,2.694014031,526.38731,0,0,1,0,1,0,0,0,1,0,1,1,0
517,2,50,19133.76,9.993073346,7.176411327,1381.802291,1,0,0,0,1,0,0,0,1,0,1,1,0
615,1,75,23086.45,7.483489,14.26274,1355.025651,0,1,0,0,1,0,0,0,0,1,0,0,0
9417,1,28,23660.82,10.79999,7.668017,1139.028165,0,0,1,0,1,0,0,0,1,0,1,0,1
6049,2,41,67940.02,12.26691686,18.95221637,1839.699549,0,0,1,1,0,0,0,0,0,1,0,0,1
4049,4,48,23184.49,11.52769,11.20643,1452.316701,1,0,0,0,1,0,1,0,0,1,1,0,0
471,10,66,7974.41,8.353322,60.69166,5456.214913,1,0,0,1,0,0,0,0,1,0,1,1,0
4522,5,25,39654.43,14.48531,63.04815,6023.971515,1,0,0,1,0,0,0,0,0,1,0,0,0
31178,1,75,27106.57,10.34783,59.56187,5092.536093,1,0,0,1,0,0,0,0,0,1,1,0,0
560,3,24,31003.45,9.234299939,12.71183755,2383.673575,0,0,1,0,1,0,1,1,0,0,1,1,0
444,0,37,9355.0,11.2259,64.395,5635.691786,1,0,0,1,0,0,0,0,1,0,1,1,1
1785,3,41,80430.99,8.713781981,6.775594861,1072.585587,1,0,0,0,1,0,0,0,1,0,1,1,0
507,1,58,65768.17,13.55541,69.74686,6751.757527,1,0,0,1,0,0,0,1,0,0,1,0,0
43112,3,74,39487.91,7.663046,56.24277,5301.12684,0,1,0,0,1,0,0,0,1,0,0,1,0
11100,0,76,96857.54,7.078232973,19.98393473,1805.771781,1,0,0,1,0,0,0,0,1,0,0,0,1
9593,0,77,15843.72,8.773524,63.22009,5316.617176,0,0,1,0,1,0,1,0,1,0,1,0,0
464,4,34,28502.49,11.74732,59.55192,5800.854441,1,0,0,0,1,0,0,1,0,0,0,1,0
10294,4,79,17558.9,8.628832,4.116596,600.3283664,0,1,0,0,1,0,0,0,1,0,1,1,0
2596,2,47,80667.11,8.78020639,11.30820237,1331.25339,0,1,0,0,1,0,0,0,0,1,1,1,1
548,2,70,17906.48,7.283757,58.86292,5445.472792,0,1,0,1,0,0,0,0,0,1,0,0,1
3776,1,20,40057.18,14.81848646,21.63512984,2211.379038,0,0,1,0,1,0,0,0,1,0,1,0,0
2909,1,37,29823.06,16.27747113,2.981008475,477.2500925,1,0,0,1,0,0,0,0,1,0,0,0,1
136,0,82,56960.58,14.57952,60.6238,5450.67953,1,0,0,1,0,0,1,1,0,0,0,1,0
4083,1,20,25167.86,12.43508,63.05897,5932.37794,1,0,0,1,0,0,0,0,1,0,0,1,1
24861,3,73,54703.41,7.438129,67.11266,5605.5846,0,0,1,1,0,0,0,0,0,1,0,0,0
2669,1,70,57738.77,12.85404,66.52284,5573.344552,0,0,1,0,1,0,0,0,1,0,0,0,1
1819,2,32,11593.19,8.47466,44.01106,3964.304244,0,0,1,0,1,0,0,0,0,1,0,0,0
2639,1,86,43552.14,19.2677815,19.03625416,2220.436194,1,0,0,1,0,0,0,1,0,0,0,1,0
34488,1,30,25035.79,13.77917,40.87895,4194.277707,1,0,0,0,0,1,0,1,0,0,0,1,1
24780,0,27,15249.68,8.532717,62.70697,5707.70468,0,0,1,1,0,0,0,1,0,0,0,1,0
1367,9,86,29966.23,9.197938249,1.00025934,1154.39778,0,1,0,0,1,0,0,1,0,0,0,0,0
30809,0,22,30185.46,9.203049013,5.898536601,1743.932853,1,0,0,0,1,0,0,1,0,0,1,1,1
21131,1,71,29077.39,14.62681,50.30252,4719.932145,0,0,1,1,0,0,0,0,0,1,0,1,1
686,0,68,14339.8,11.78497,70.90623,5978.10151,1,0,0,1,0,0,0,0,1,0,1,0,0
785,1,75,19408.35,14.52197,62.10686,5287.642545,0,0,1,1,0,0,0,0,1,0,0,1,0
3080,0,45,8934.54,9.528981,55.49451,5127.332044,0,0,1,0,1,0,1,0,1,0,1,1,0
12628,0,33,35212.48,4.983086,64.81224,5869.378889,1,0,0,1,0,0,0,1,0,0,0,0,0
214,1,66,43551.35,9.082948983,2.405574983,901.2877149,0,0,1,1,0,0,0,1,0,0,1,1,0
1703,10,67,45924.54,14.97932,48.05798,5307.317588,0,0,1,1,0,0,0,1,0,0,1,1,0
28,2,19,75130.89,7.92468528,3.189179387,1345.804923,0,1,0,0,0,1,0,1,0,0,0,0,0
3032,1,43,8495.04,7.045651851,5.954024226,623.7865683,0,0,1,0,1,0,1,0,0,1,0,0,1
22609,1,68,22745.33,5.006946,21.03542,1784.938558,0,0,1,1,0,0,0,0,0,1,0,0,0
767,2,63,46229.7,8.322149,44.52947,3930.941783,1,0,0,1,0,0,0,0,1,0,1,0,0
36293,1,42,63482.69,13.24331,48.95603,4556.968246,0,1,0,1,0,0,0,1,0,0,0,0,1
7104,0,32,81833.68,13.65973236,9.716052195,1093.345316,0,1,0,0,1,0,1,0,0,1,0,1,0
110,2,30,52798.88,8.51921,67.15579,6388.31821,1,0,0,0,1,0,0,0,1,0,0,1,1
21448,4,50,49740.98,9.051251778,12.96208301,1848.639719,0,1,0,1,0,0,0,1,0,0,0,1,0
37080,0,39,46605.04,4.815435,63.42204,5566.008454,1,0,0,0,1,0,0,0,0,1,1,1,1
610,1,30,100033.86,7.104001873,1.512791057,505.6979276,0,1,0,1,0,0,1,0,0,1,0,0,0
38016,1,18,11574.18,9.20065,2.382538,788.1036301,1,0,0,1,0,0,0,0,0,1,0,0,1
10445,2,60,10647.22,11.41456,38.34946,4173.931741,1,0,0,0,1,0,1,1,0,0,0,1,1
21767,1,84,45874.19,10.0487,7.579193,1275.031579,0,0,1,1,0,0,1,1,0,0,1,0,0
4082,3,61,50676.79,14.47735,45.6394,4245.941407,1,0,0,1,0,0,0,0,1,0,0,1,1
14839,2,42,12110.3,6.836654,68.86185,6374.14986,0,1,0,1,0,0,0,1,0,0,0,0,0
2950,0,53,79993.43,11.17709222,23.12150846,2131.359827,1,0,0,1,0,0,0,0,0,1,1,1,0
2275,1,70,52999.25,8.181079,69.48387,6048.496879,1,0,0,0,1,0,0,0,1,0,1,0,1
21854,0,65,31896.6,9.627499,64.82387,6265.224971,0,0,1,0,1,0,1,1,0,0,0,1,1
1677,0,38,16288.49,10.28871,13.163,1918.9486,1,0,0,1,0,0,0,1,0,0,1,1,0
21829,0,64,66710.72,10.20337,69.15975,6189.656421,0,1,0,1,0,0,1,1,0,0,0,0,0
42868,4,32,68056.48,13.57908,53.48684,4893.706015,0,0,1,0,1,0,1,0,1,0,1,1,0
21204,3,62,27568.88,9.361228,67.76809,5676.566637,1,0,0,1,0,0,0,0,1,0,0,0,0
3211,0,83,13133.15,12.2074,12.2964,1459.899487,1,0,0,1,0,0,1,1,0,0,1,0,1
5518,0,32,10056.65,10.27047,60.36626,5295.005642,0,1,0,1,0,0,0,0,0,1,0,0,1
8542,1,46,22991.24,2.936454,65.85945,5667.494149,0,0,1,1,0,0,0,0,1,0,1,0,0
2103,0,80,61544.69,10.16994,59.51347,5184.395666,1,0,0,1,0,0,0,0,1,0,1,1,0
75306,0,23,34414.35,13.96183,55.7768,5244.106579,0,1,0,0,1,0,0,1,0,0,0,0,0
40,2,24,28922.97,15.33253,65.29336,5993.021537,0,0,1,0,1,0,0,0,1,0,0,1,1
846,0,38,20219.9,11.86714,53.33926,5459.660641,0,0,1,1,0,0,0,1,0,0,0,1,1
34470,0,22,85180.31,8.799383,17.22292,1769.609462,1,0,0,1,0,0,0,0,0,1,0,0,0
398,4,22,21603.64,11.35748,12.01983,2037.009094,0,0,1,1,0,0,0,1,0,0,1,1,0
24,1,37,84100.24,8.571661,55.74968,4912.337528,0,1,0,1,0,0,0,0,1,0,0,0,1
16394,9,57,60943.41,13.57622,56.7924,5184.100141,0,0,1,1,0,0,0,0,0,1,0,1,0
1457,0,31,28814.47,6.900384,28.2824,2945.865945,0,0,1,1,0,0,0,1,0,0,1,1,0
6393,8,42,28725.65,9.553584,69.00321,6705.630348,0,1,0,1,0,0,0,0,1,0,1,1,0
5015,1,55,36932.56,2.355031,52.20049,4782.949918,0,1,0,0,1,0,0,1,0,0,0,0,0
1482,3,85,35713.16,9.021117,54.61729,5066.033383,0,1,0,1,0,0,1,0,1,0,0,1,0
12760,3,23,45647.43,8.773331,37.50261,3406.934201,0,1,0,0,0,1,0,0,0,1,1,1,1
63393,0,68,45530.8,5.25407,5.733719,918.1830814,0,0,1,1,0,0,1,1,0,0,0,0,1
2328,2,32,84314.93,9.51866,71.67026,6953.434775,0,0,1,1,0,0,0,1,0,0,0,0,0
3406,1,79,91660.43,6.623761,66.66853,5785.941862,1,0,0,1,0,0,0,0,1,0,1,1,0
736,1,29,39719.11,12.20313,6.92143,820.9054953,1,0,0,0,1,0,0,0,1,0,1,0,1
27525,2,47,38886.05,13.56065,2.992589,812.2973605,1,0,0,0,1,0,0,1,0,0,0,0,1
1319,3,69,34943.9,9.904571,69.25128,6271.997377,0,0,1,0,1,0,1,1,0,0,1,0,1
19869,2,62,28502.33,7.248946018,16.84928353,1729.837284,1,0,0,0,1,0,0,0,1,0,0,1,1
1332,10,63,18129.29,12.06529,25.10781,2646.099689,0,0,1,0,1,0,0,0,1,0,0,1,0
2068,5,28,36474.65,9.177935,61.70273,5930.301451,0,1,0,0,1,0,0,1,0,0,1,1,0
29007,1,69,38343.18,13.03,63.96491,6023.00098,0,1,0,0,1,0,0,1,0,0,1,1,1
261,0,77,33654.79,7.337524,7.633263,1357.166073,0,1,0,0,1,0,0,1,0,0,0,0,0
41392,4,57,27210.96,13.73836,45.91152,4522.635377,1,0,0,0,1,0,0,1,0,0,0,0,0
13587,2,53,34994.57,7.96371,12.69435,1444.696816,0,1,0,1,0,0,1,0,1,0,1,1,1
96575,3,88,3867.46,6.429379,38.7682,4194.161012,0,1,0,1,0,0,0,1,0,0,0,1,1
181,0,72,51574.81,11.20429,70.38624,6608.57453,0,0,1,0,1,0,0,1,0,0,0,0,0
1973,6,57,14636.41,6.917469,55.36779,5205.865095,1,0,0,1,0,0,0,1,0,0,0,0,1
59607,3,60,41190.38,12.75193,59.29358,5172.200731,1,0,0,1,0,0,0,0,1,0,0,1,1
265,1,33,18308.7,9.649235,1.817421,548.1888179,1,0,0,0,1,0,0,0,0,1,0,0,0
1962,4,72,18961.05,11.62638,70.77383,5943.959339,0,1,0,1,0,0,0,0,1,0,0,0,1
411,2,58,22292.48,10.61585,60.54294,5245.350989,0,1,0,1,0,0,0,0,0,1,0,0,0
203,6,58,81455.87,9.46119,71.2039,6771.922364,0,0,1,1,0,0,0,0,0,1,1,1,0
990,1,60,58246.13,10.60274,55.07277,4849.091945,0,0,1,1,0,0,0,0,1,0,1,0,0
3975,0,22,14096.28,6.059685,69.62423,6689.748754,0,1,0,0,1,0,1,1,0,0,1,0,0
10826,1,48,26695.46,19.07180624,2.084396413,1304.999684,1,0,0,0,1,0,0,1,0,0,0,1,1
29997,0,73,24740.68,11.29101,42.6185,3891.731564,0,0,1,0,1,0,0,0,0,1,1,1,1
2966,0,80,23283.91,10.15999,63.9916,6215.478436,0,1,0,0,1,0,0,1,0,0,1,1,0
1875,3,85,48415.61,11.76632,69.14226,6260.501439,0,0,1,1,0,0,0,0,1,0,0,1,1
276,4,71,56728.64,10.36633,20.5032,2068.674053,0,0,1,1,0,0,0,0,1,0,0,1,0
16546,7,84,91001.1,8.284591121,10.57197066,1649.312808,1,0,0,0,1,0,0,0,1,0,0,1,0
72,1,66,44541.99,9.06755,51.32084,4501.420909,0,0,1,0,1,0,0,0,0,1,0,0,1
39850,0,42,34835.04,7.255194,16.82081,1559.752741,0,0,1,1,0,0,0,0,1,0,0,0,0
40860,2,29,14406.17,9.660222,9.557096,1067.650921,1,0,0,0,1,0,0,0,1,0,1,0,1
7945,0,48,37586.34,11.65895,54.67054,4647.66648,0,0,1,1,0,0,0,0,1,0,1,0,0
776,0,51,54776.36,9.295079,60.83302,5379.145841,1,0,0,0,1,0,0,0,1,0,0,1,0
15184,1,77,15876.36,8.39883,1.78963,816.0468833,0,0,1,0,1,0,0,1,0,0,0,0,0
30556,0,54,32075.69,11.47946,19.50558,2077.919709,0,0,1,0,1,0,1,0,1,0,0,1,0
12390,4,33,43343.9,10.82867,51.72997,4744.535154,0,1,0,0,1,0,0,0,1,0,0,1,1
328,1,33,81170.43,13.08571695,7.979145258,1025.701125,0,1,0,1,0,0,0,0,0,1,0,0,0
953,0,61,24518.97,3.5419259,21.05353987,2050.67636,1,0,0,1,0,0,0,0,1,0,1,0,1
11817,0,41,44202.8,13.36673,11.21881,1589.460591,0,0,1,1,0,0,0,1,0,0,1,0,0
254,2,76,52888.07,9.237924,71.96367,5953.601251,1,0,0,1,0,0,0,0,0,1,0,1,0
