Population,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
3645,3,44,66365.07,14.34431543,0,2.72317525,586.1493754,1,0,0,1,0,0,0,0,1,0,1,1,1
192,0,77,53562.86,8.936042397,0,18.92157073,1813.614194,0,1,0,1,0,0,0,0,1,0,0,1,0
607,4,78,28937.89,8.950709439,1,11.90088632,1831.930109,0,0,1,0,1,0,0,1,0,0,0,0,1
0,1,20,62952.13,14.9103207,1,28.93788212,2580.979643,0,0,1,1,0,0,0,0,1,0,0,1,0
3107,2,53,45777.4,12.37429389,1,1.570209934,930.6501084,0,0,1,0,1,0,0,1,0,0,0,0,1
457,1,20,6396.98,5.896054877,0,10.85959186,1561.283799,0,1,0,1,0,0,0,0,1,0,0,1,1
6432,6,82,26785.51,15.04983927,3,1.338441957,491.8773506,0,1,0,1,0,0,0,0,1,0,1,0,0
659,0,43,23311.73,8.375886131,0,2.995498523,1300.689811,0,0,1,1,0,0,0,1,0,0,1,0,0
5931,1,38,65056.0,10.7721728,1,10.56061324,1252.81737,0,1,0,0,0,1,0,0,1,0,1,0,0
3854,10,81,62921.94,11.72362557,0,9.84141211,1511.1388,0,0,1,1,0,0,0,1,0,0,0,1,1
18579,7,36,12145.97,7.275899757,0,12.84120976,1885.438773,0,1,0,0,1,0,0,0,1,0,1,0,0
5490,2,38,46111.61,6.987857557,0,5.759265746,947.6695867,1,0,0,1,0,0,0,0,1,0,0,1,1
328,1,33,81170.43,13.08571695,1,7.979145258,1025.701125,0,1,0,1,0,0,0,0,0,1,0,0,0
14918,1,66,18893.5,8.367217945,0,19.28424826,1982.131752,1,0,0,1,0,0,0,0,1,0,1,1,0
8437,2,78,11583.37,15.29183368,0,13.57977305,1780.791626,0,0,1,1,0,0,1,0,1,0,1,0,1
671,3,80,16852.05,8.824004704,0,3.520675631,700.0569426,0,1,0,0,1,0,0,0,1,0,0,1,0
29599,4,38,68180.35,6.913368813,1,10.49916723,1924.891176,0,1,0,0,1,0,0,1,0,0,1,1,0
2821,7,80,26569.28,15.22907333,0,1.72479919,704.1947645,0,1,0,1,0,0,0,0,1,0,0,1,0
291,0,48,24034.97,9.864571407,3,5.567028377,1207.740526,0,0,1,0,1,0,1,1,0,0,0,0,0
2596,0,20,19474.37,11.03086435,0,11.84987964,1064.895012,1,0,0,1,0,0,0,0,1,0,0,0,0
1874,0,18,23775.33,11.02449018,1,3.976305626,743.4780761,1,0,0,0,1,0,0,0,1,0,0,0,0
30807,1,49,52875.82,10.83227898,0,5.759571228,1251.370845,1,0,0,0,1,0,0,0,1,0,1,0,1
1152,4,80,46786.18,10.0934549,1,3.613513424,470.682278,0,0,1,0,1,0,0,0,0,1,1,0,0
282,0,24,68647.24,12.71080854,1,5.156978882,1112.686143,0,1,0,1,0,0,1,1,0,0,0,0,0
25266,2,87,84826.6,7.612812481,0,16.75922789,2064.474901,1,0,0,0,1,0,0,0,1,0,1,1,0
3014,0,73,42305.68,7.167928889,0,13.85187885,1716.888034,0,0,1,0,1,0,0,1,0,0,1,0,0
736,2,76,18301.98,14.32600086,1,9.472450618,1114.13669,1,0,0,1,0,0,0,0,1,0,1,0,1
0,1,80,46647.99,14.28125681,1,6.636312277,718.0624099,0,1,0,0,1,0,0,0,0,1,0,0,1
1257,0,89,28330.55,10.86134286,0,2.904448825,800.1531959,1,0,0,1,0,0,1,1,0,0,0,1,0
481,6,43,11661.07,6.858268186,2,4.800346852,1680.337106,0,0,1,0,1,0,0,1,0,0,1,0,0
5360,0,50,82226.63,7.530481623,1,10.35063785,1416.865765,1,0,0,1,0,0,0,1,0,0,0,0,0
93,0,64,8864.63,7.373007212,1,14.71592037,1573.289677,1,0,0,1,0,0,0,1,0,0,0,0,1
1380,0,49,96022.76,8.025412394,0,9.758067608,1619.817463,0,1,0,0,1,0,0,1,0,0,1,0,0
3895,3,32,52856.4,9.730159336,0,9.820011726,1596.707755,0,1,0,1,0,0,0,1,0,0,1,0,0
198,0,31,37772.16,13.09411393,1,8.458573247,908.0504522,0,1,0,1,0,0,0,0,1,0,1,1,0
929,4,44,53135.08,2.992013152,1,8.508626757,1449.202089,0,1,0,1,0,0,0,1,0,0,0,0,1
1641,3,52,38311.94,12.1362412,1,11.70347852,1790.688379,1,0,0,0,1,0,0,1,0,0,0,0,0
2439,2,66,25100.17,8.07133879,1,29.8284414,3113.451696,1,0,0,0,1,0,0,0,1,0,0,1,0
180,1,54,9080.2,11.64143982,0,7.004427474,907.2094936,0,0,1,1,0,0,0,0,1,0,0,1,0
376,0,36,16778.35,14.19955362,0,7.439569893,890.4483344,0,0,1,0,1,0,0,0,0,1,1,1,0
953,0,61,24518.97,3.5419259,1,21.05353987,2050.67636,1,0,0,1,0,0,0,0,1,0,1,0,1
1315,1,27,57938.27,8.788051372,0,6.050060777,1338.110998,0,0,1,0,1,0,0,1,0,0,0,1,0
11974,4,89,24865.85,6.72503168,0,7.599617029,920.3847194,1,0,0,1,0,0,0,0,1,0,1,0,0
6502,1,47,16091.65,8.241378511,0,5.473564746,736.1743773,0,1,0,0,1,0,0,0,0,1,0,0,0
13809,2,81,48226.58,6.164653674,0,4.803306414,857.7406243,0,1,0,0,1,0,0,0,1,0,0,0,1
23370,3,79,5694.61,7.094794839,0,6.051428262,1226.543716,0,0,1,1,0,0,1,1,0,0,0,1,1
45995,3,35,15603.09,9.263024683,0,6.503513341,1495.554533,0,1,0,0,1,0,0,1,0,0,0,0,0
868,0,88,46988.4,9.55444436,0,1.650263525,248.179366,1,0,0,0,1,0,1,0,1,0,0,0,0
52299,2,55,88666.42,8.433181103,1,2.282601557,395.2218567,1,0,0,0,1,0,0,0,1,0,0,1,0
14534,2,34,65540.61,6.674303144,0,15.70393958,1857.957041,0,0,1,1,0,0,0,0,1,0,0,0,1
24622,1,43,18534.37,8.586124112,0,1.322671871,318.0435078,0,0,1,1,0,0,0,0,0,1,0,1,0
33484,2,70,27588.53,11.18777585,1,12.11795763,1386.813604,1,0,0,0,1,0,0,0,1,0,0,1,0
15,1,50,3563.55,9.545907757,0,9.539962975,1535.462356,0,0,1,0,1,0,0,1,0,0,1,0,0
36817,9,69,61475.04,14.46243735,1,7.607475355,1150.859858,1,0,0,0,1,0,0,0,0,1,0,0,0
180,0,25,59930.95,7.482298411,0,3.736763788,866.8410599,0,1,0,0,1,0,0,0,0,1,1,0,0
12853,0,88,38656.75,12.11561244,0,22.39935475,1960.019242,0,1,0,1,0,0,0,0,1,0,0,0,0
11054,1,69,23806.03,9.098009816,1,20.07541432,1788.145063,1,0,0,1,0,0,0,0,1,0,0,1,0
583,2,43,91141.18,9.981655957,0,7.677648117,1166.469107,1,0,0,1,0,0,0,0,0,1,0,0,0
1503,3,79,23507.1,7.607841769,0,14.08292576,1559.679776,0,1,0,0,1,0,0,0,1,0,1,1,1
23078,2,86,37837.28,9.830658025,1,11.14672304,1103.202075,0,1,0,0,0,1,0,0,0,1,0,0,0
96,3,84,9994.08,13.98915649,2,6.343374736,1207.841461,1,0,0,1,0,0,0,0,1,0,0,1,0
24257,0,78,31779.0,7.999794525,1,21.1875693,2229.321043,0,0,1,0,1,0,0,0,1,0,0,1,0
107,1,84,18938.33,9.685619611,0,19.9441873,1708.75722,0,1,0,1,0,0,0,0,1,0,0,0,0
172,1,76,29459.16,8.157311089,1,3.196943016,830.61429,0,0,1,1,0,0,1,0,1,0,1,0,1
4223,4,74,17520.23,4.407345296,1,3.248169927,991.7633623,0,0,1,1,0,0,0,1,0,0,1,0,1
17145,5,76,15615.89,5.147134775,1,6.248150471,580.5443061,0,1,0,1,0,0,1,0,1,0,0,0,1
3381,0,55,44493.49,13.88702214,1,3.293435643,586.7422583,0,1,0,0,1,0,0,0,1,0,1,1,1
13156,0,57,5997.99,18.30369591,1,1.754385394,697.3086442,0,1,0,0,1,0,1,1,0,0,0,1,0
966,1,63,48557.08,11.30766093,0,11.48773622,1096.780158,0,0,1,0,1,0,0,0,1,0,0,1,1
30377,4,89,13756.31,9.039378259,0,5.711646401,544.0000763,0,0,1,1,0,0,0,0,1,0,0,1,0
1108,1,46,12366.21,11.42897436,0,7.603357235,1003.664665,1,0,0,0,1,0,0,0,1,0,0,0,1
989,1,22,11232.67,9.281101985,0,2.084118551,364.1402725,0,1,0,1,0,0,1,0,1,0,0,0,0
884,6,81,14999.93,12.49098641,0,6.587201276,1026.300872,0,0,1,0,1,0,0,0,1,0,1,0,0
1839,3,58,30300.58,12.46342441,0,4.603347641,704.6408647,0,1,0,0,1,0,0,0,1,0,0,1,1
8379,3,48,12339.69,12.76368534,1,6.541066702,1532.283357,1,0,0,0,1,0,0,1,0,0,1,0,1
9155,3,78,9297.37,14.4902121,0,4.332134531,427.3743388,1,0,0,1,0,0,0,0,1,0,1,0,1
13245,2,72,27581.84,10.58136361,1,2.279259145,1092.959251,0,1,0,0,0,1,0,1,0,0,0,1,1
46920,4,76,45553.16,14.4386161,0,9.043575718,1587.044822,0,0,1,0,1,0,0,1,0,0,1,1,0
7836,0,41,78642.15,13.54202523,0,8.446160069,886.3435693,1,0,0,1,0,0,0,0,0,1,0,0,0
2850,1,29,11408.67,8.696229317,0,3.990895779,598.4998978,0,0,1,0,1,0,0,0,1,0,0,0,0
39384,1,88,11391.26,9.624347659,1,9.07068647,1099.486982,0,1,0,1,0,0,0,0,1,0,0,1,1
1450,3,89,15872.36,7.831185802,0,16.97529426,1657.822806,1,0,0,1,0,0,0,0,0,1,1,0,0
686,3,30,30446.44,10.02846403,0,25.77611616,2593.301866,0,1,0,0,1,0,0,0,1,0,1,0,1
28,2,19,75130.89,7.92468528,1,3.189179387,1345.804923,0,1,0,0,0,1,0,1,0,0,0,0,0
1363,2,87,18455.86,10.85798773,0,6.49110882,752.9918959,0,0,1,1,0,0,0,0,0,1,0,1,1
57511,1,76,10589.74,7.892007202,0,8.908332009,982.2094626,0,0,1,1,0,0,0,0,1,0,1,0,1
17349,3,69,7868.29,12.48033844,0,15.37107894,1964.354824,0,0,1,0,1,0,0,1,0,0,0,1,1
4950,0,21,33329.83,9.783917847,2,9.715065141,1509.912313,0,1,0,1,0,0,0,0,1,0,1,0,0
1259,0,26,27798.01,11.87926178,0,9.582004744,1947.487826,0,0,1,0,1,0,0,1,0,0,1,0,1
1978,3,66,45427.24,9.862233728,1,2.968358466,868.469474,0,0,1,0,1,0,0,1,0,0,0,0,0
24666,0,45,59333.32,12.78434846,0,9.294088005,1523.63262,0,0,1,0,1,0,0,1,0,0,0,1,0
21448,4,50,49740.98,9.051251778,0,12.96208301,1848.639719,0,1,0,1,0,0,0,1,0,0,0,1,0
24965,0,65,15543.8,7.458066464,0,2.831804349,335.9239723,0,1,0,0,1,0,0,0,1,0,0,0,0
14795,0,70,31138.29,12.0778957,0,9.322934248,1358.491904,1,0,0,1,0,0,0,1,0,0,1,1,0
5693,0,47,6972.84,9.751202613,0,11.75027091,1714.901159,1,0,0,1,0,0,0,1,0,0,0,0,1
4231,4,39,54471.65,8.278970561,1,6.509951549,1354.241904,1,0,0,0,1,0,0,1,0,0,1,0,1
1791,2,84,1425.61,12.48971668,1,3.087125795,513.2164776,0,1,0,0,1,0,0,0,1,0,1,1,0
2789,0,83,29470.61,10.4673283,0,5.310878954,639.7187297,0,0,1,0,1,0,0,0,1,0,0,0,0
1155,1,31,5149.97,13.84635691,0,4.208227552,1444.321124,0,1,0,0,0,1,0,1,0,0,0,1,0
3076,0,62,57559.65,10.02798635,0,4.933319572,854.4182496,0,1,0,0,1,0,0,0,1,0,1,1,0
1174,3,85,14824.71,7.363525885,0,6.284107728,829.2707102,0,0,1,0,1,0,0,0,1,0,0,0,1
3531,2,40,74381.07,15.15657239,0,2.179548523,1211.247766,1,0,0,1,0,0,0,1,0,0,1,0,0
437,4,67,62905.7,8.441192512,0,9.289517752,1096.234525,0,1,0,1,0,0,0,0,0,1,1,0,1
1454,1,33,4297.28,10.80087066,0,12.55438733,2312.167935,0,1,0,1,0,0,0,1,0,0,1,1,1
6138,2,77,36678.72,10.35866414,0,28.86969715,3088.823891,1,0,0,0,1,0,0,1,0,0,0,0,1
1130,2,20,20433.9,10.4009592,1,8.063547235,1810.319743,0,1,0,0,1,0,0,1,0,0,1,0,1
31819,4,75,17089.24,10.39432745,0,4.612099351,1479.639912,0,0,1,0,1,0,0,1,0,0,1,0,0
7,10,24,27466.82,15.08380131,0,14.60526414,2208.615485,0,1,0,1,0,0,0,0,1,0,1,0,0
6366,0,73,29249.18,6.479792672,0,11.95255483,1232.913132,0,0,1,0,1,0,0,0,1,0,1,1,0
1067,2,63,50264.01,12.76255256,1,5.044076415,928.4588213,1,0,0,0,1,0,0,0,0,1,0,1,1
11455,3,67,10231.67,5.031953948,1,13.55218661,1779.049529,0,1,0,1,0,0,0,0,1,0,0,1,0
8589,0,44,51937.51,12.63331903,0,7.748288711,1039.252532,0,0,1,0,1,0,0,0,1,0,1,0,0
1024,3,52,6914.4,1.180258979,1,8.360649713,1262.21298,0,1,0,0,1,0,0,1,0,0,0,0,0
527,1,61,35808.85,10.84787976,0,9.162445307,993.6031859,0,0,1,0,1,0,1,0,1,0,1,0,1
3134,0,41,43329.35,8.222455858,2,5.823321565,1590.329883,1,0,0,0,1,0,0,1,0,0,1,0,1
4059,1,49,25435.29,12.9775086,0,8.294910436,1048.128938,1,0,0,1,0,0,1,0,1,0,0,1,0
26607,1,45,33809.72,3.908365171,1,29.10639477,2678.418264,1,0,0,0,0,1,0,0,0,1,0,0,0
895,1,39,98173.49,6.483393995,0,5.786960464,993.8801154,0,0,1,1,0,0,0,0,1,0,0,0,0
116,0,52,6990.37,5.729464009,2,19.70266217,2268.392356,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,42,29345.58,7.450205641,0,4.455386749,610.2580075,0,1,0,0,1,0,1,0,0,1,0,0,1
27073,0,29,21616.35,14.37269379,0,9.44860885,1243.779967,0,0,1,1,0,0,0,0,1,0,1,0,1
1815,1,52,29736.31,3.461555254,1,4.986528165,1460.586413,0,1,0,1,0,0,0,1,0,0,1,1,1
28558,2,80,10670.46,10.13650144,0,12.00858052,1774.586726,0,1,0,1,0,0,0,1,0,0,0,1,1
1372,0,83,15842.09,6.69907945,0,10.26390461,1022.516053,1,0,0,1,0,0,0,0,1,0,0,0,1
11561,2,73,41717.46,7.544577618,0,1.525343103,805.1476345,0,1,0,1,0,0,0,0,0,1,1,0,0
110,0,34,29907.64,9.891516764,0,11.78880203,1173.669727,0,0,1,1,0,0,0,0,1,0,0,0,0
33168,4,82,12482.52,10.39942085,1,24.19132114,2551.579661,0,0,1,1,0,0,0,0,1,0,0,0,1
2498,9,23,12072.44,7.010398119,0,14.37727698,2033.164639,1,0,0,0,1,0,0,0,0,1,1,1,0
4102,3,64,47300.07,12.47369418,2,1.128335443,1094.729266,0,1,0,1,0,0,0,1,0,0,0,1,1
318,2,47,42440.36,14.81572883,0,5.691421867,1396.977223,0,1,0,1,0,0,0,1,0,0,0,1,0
1516,3,37,35223.63,7.647106164,2,6.492246879,1526.166139,0,1,0,1,0,0,1,1,0,0,0,1,0
845,0,84,87580.83,9.746705702,1,3.831221517,767.1879493,0,0,1,0,1,0,0,0,1,0,1,1,0
1499,2,45,24608.16,12.19720019,0,11.08306586,1224.30253,1,0,0,0,1,0,0,0,1,0,0,1,0
353,1,20,32011.39,14.34937361,0,7.48578642,1311.269805,0,0,1,1,0,0,0,1,0,0,0,0,0
76973,1,56,78944.18,9.263624334,0,8.654535873,1120.116258,1,0,0,0,1,0,0,0,1,0,1,1,1
225,4,80,21878.12,11.0781516,0,5.179004124,623.8543707,0,1,0,1,0,0,0,0,0,1,0,1,0
14796,1,76,29005.1,11.97165632,0,1.440416687,635.4288732,0,1,0,0,1,0,0,0,0,1,1,0,0
4711,1,79,14715.35,9.812128627,1,7.542749465,943.6675679,1,0,0,0,1,0,0,0,1,0,1,0,1
4990,1,18,3401.06,11.05079611,2,4.607336316,766.7921091,1,0,0,1,0,0,0,0,1,0,0,0,1
945,1,19,45181.91,13.9416954,0,6.28842083,958.0823564,1,0,0,0,1,0,0,0,1,0,1,0,0
24416,0,47,51909.42,10.13282402,0,1.532973151,720.5035962,1,0,0,0,1,0,0,0,1,0,0,1,0
61509,0,56,20070.17,6.486151578,1,15.74763468,2044.73861,0,0,1,1,0,0,0,1,0,0,0,0,0
35349,10,19,23299.98,10.09307939,1,23.956929,2653.32821,1,0,0,1,0,0,0,0,0,1,0,1,1
1028,2,24,34292.78,16.16759956,0,9.073819276,1214.758985,0,1,0,1,0,0,0,0,0,1,0,0,0
0,3,57,37119.33,5.64473528,0,4.310152224,575.2472429,1,0,0,1,0,0,0,0,1,0,1,1,0
92,0,65,28056.39,7.637291768,0,19.76529476,2441.022927,1,0,0,1,0,0,0,1,0,0,0,0,1
1029,1,43,6169.09,7.335113752,0,17.71637154,1732.013844,1,0,0,0,0,1,0,0,1,0,0,0,0
5622,4,70,14219.58,11.16404955,1,17.37839741,1815.9129,0,0,1,1,0,0,0,0,1,0,0,1,0
1916,2,60,48525.16,8.096814588,0,5.130341596,1404.974888,1,0,0,1,0,0,1,1,0,0,0,1,1
868,0,62,42076.21,7.428239784,1,6.588311936,751.8733285,1,0,0,0,1,0,0,0,1,0,0,0,1
8376,1,22,69595.62,13.52402765,2,4.222122394,829.1270366,1,0,0,1,0,0,0,0,0,1,0,0,0
5924,4,65,12476.49,8.588524095,1,10.81273093,1277.906866,0,1,0,0,1,0,0,0,1,0,0,0,1
2205,5,86,71049.68,12.28484802,0,1.078815111,853.3942121,1,0,0,1,0,0,0,1,0,0,0,1,0
16888,0,44,80844.48,6.325988402,0,7.161869147,1371.738945,0,1,0,1,0,0,0,1,0,0,0,1,0
24615,2,27,22864.34,12.50317843,1,4.313377262,824.8053885,0,0,1,1,0,0,0,0,0,1,0,1,0
873,0,22,58126.33,16.58995671,0,11.38490458,1549.466596,0,0,1,1,0,0,0,0,1,0,1,0,0
40337,1,83,47218.76,13.27497461,1,26.01552533,2601.095159,0,0,1,1,0,0,0,0,1,0,0,0,0
3052,9,23,4064.62,8.461468748,0,4.784582646,1038.488303,0,1,0,1,0,0,0,0,0,1,0,1,1
30589,1,81,24829.93,13.12937988,0,5.110718131,579.4447417,0,0,1,1,0,0,0,0,0,1,1,0,1
321,1,79,69238.83,8.023586737,0,8.802527803,1317.520342,0,1,0,0,1,0,0,1,0,0,0,0,0
35603,1,18,11969.69,8.023097117,0,4.667703398,1621.139508,0,0,1,1,0,0,0,1,0,0,1,1,1
249,0,43,9124.29,14.87070352,1,7.455148937,1116.825249,0,1,0,0,1,0,1,0,0,1,1,0,1
14026,0,18,27405.08,10.3803815,3,4.475652318,1233.62831,1,0,0,1,0,0,0,1,0,0,1,1,0
3574,2,83,17280.24,10.65786656,0,17.28550612,2195.914801,0,0,1,0,1,0,0,0,1,0,1,1,0
622,4,55,37330.86,10.52752198,0,2.284207057,618.3644109,0,1,0,1,0,0,0,0,1,0,0,0,0
4250,3,61,32389.5,10.67064745,2,5.028564472,698.7845202,0,0,1,1,0,0,0,0,1,0,0,0,0
1457,0,54,26728.25,13.3713819,1,11.09808176,1541.269223,0,0,1,1,0,0,0,1,0,0,1,0,1
3738,4,51,67100.14,6.780313334,0,2.010353461,441.5863902,0,1,0,1,0,0,1,0,1,0,1,1,1
163,4,81,26763.52,10.65970319,0,5.240131023,1221.696817,0,0,1,1,0,0,0,1,0,0,1,0,0
6915,1,23,24147.42,10.60676299,1,3.414733275,868.9523115,0,0,1,0,1,0,0,0,1,0,1,1,0
19936,1,61,18653.61,10.60701919,0,1.901532614,1215.412022,0,1,0,0,1,0,0,1,0,0,1,0,1
8704,5,48,37922.51,8.441465412,0,5.541384803,1212.756335,0,0,1,0,1,0,0,0,1,0,0,0,1
26147,2,58,23330.47,10.79373083,0,5.62805389,828.6984604,0,0,1,0,1,0,1,0,0,1,0,1,0
1634,1,63,38378.12,19.08168517,0,8.791194482,1040.933456,0,0,1,0,1,0,0,0,0,1,0,0,0
51582,0,78,2978.04,12.13409749,0,3.11643578,473.0515906,1,0,0,0,1,0,0,0,1,0,1,0,0
19858,0,34,9441.99,11.11012751,1,2.086431077,922.2958319,0,0,1,1,0,0,0,1,0,0,0,0,0
4180,6,66,34901.12,11.31808678,0,12.84560044,1266.982166,0,0,1,0,1,0,0,0,0,1,0,0,1
838,0,32,13359.18,8.925549447,1,2.704019894,476.2957809,0,0,1,1,0,0,0,0,0,1,0,0,1
780,0,55,20761.43,10.01977372,0,1.656338685,1097.557516,1,0,0,0,1,0,0,1,0,0,1,1,0
797,3,32,21486.46,5.349482623,0,14.89720747,2539.76136,0,1,0,0,1,0,0,1,0,0,0,1,0
265,3,69,36233.87,9.530649932,1,8.735757967,1068.543522,0,1,0,0,1,0,0,0,1,0,0,1,0
9177,10,51,22120.88,10.06967038,0,1.161803984,1004.100502,0,0,1,1,0,0,0,0,1,0,1,0,1
4478,5,39,40725.32,10.27136063,0,13.76871228,1801.182918,0,0,1,0,1,0,0,0,0,1,1,0,1
91,2,30,44831.61,12.24849045,0,18.66504433,1990.914106,0,0,1,1,0,0,0,0,0,1,0,1,0
469,2,38,36574.2,4.771959745,0,13.01023159,1469.359942,0,0,1,1,0,0,0,0,1,0,1,0,0
8685,1,87,40921.71,11.53388751,2,5.803901847,1041.301237,0,0,1,0,1,0,0,1,0,0,0,0,1
313,3,73,32746.0,11.90094641,0,5.295927221,1109.108163,0,1,0,1,0,0,0,1,0,0,0,1,1
13970,0,45,73919.79,14.34560232,1,2.463011656,692.3788089,0,0,1,0,1,0,0,0,1,0,1,1,1
4260,3,21,64292.47,8.659099436,0,14.04985628,2072.078593,1,0,0,1,0,0,1,1,0,0,0,1,1
168,2,29,73331.45,12.27991447,0,4.849677072,692.5685037,0,1,0,1,0,0,0,0,1,0,0,0,0
250,0,31,50561.44,6.573582085,1,9.595456517,1366.210807,0,0,1,1,0,0,0,0,1,0,1,1,0
577,0,37,39478.06,10.47189661,1,15.16937697,1476.963855,0,1,0,1,0,0,1,0,1,0,0,0,0
3543,2,57,40460.35,13.32211645,0,9.195415365,1321.204826,0,1,0,1,0,0,0,0,1,0,1,0,1
830,0,26,33602.96,5.439572058,0,13.04114417,1557.923129,0,0,1,1,0,0,0,0,0,1,1,1,1
650,4,36,58590.12,7.84599874,1,1.79772408,740.0368256,0,0,1,1,0,0,1,0,0,1,1,1,0
33725,1,83,71916.6,8.989389393,1,6.471903209,644.2789946,0,0,1,1,0,0,0,0,1,0,0,0,0
26943,4,60,38692.31,10.9725355,0,9.923586914,1640.006106,0,1,0,0,1,0,0,0,1,0,1,1,1
13,1,74,8882.51,16.53887592,0,5.36237356,545.6211065,0,0,1,0,1,0,0,0,1,0,1,0,1
4381,1,35,36384.62,15.56284947,0,3.317348927,1258.06366,1,0,0,0,1,0,0,1,0,0,0,1,0
124,4,59,22107.4,8.121051317,0,10.79186592,1582.783024,1,0,0,1,0,0,0,1,0,0,0,0,0
17808,2,66,25472.79,5.921988779,0,11.7391369,1335.902829,1,0,0,1,0,0,0,0,0,1,0,0,1
44826,1,49,45020.08,11.61603945,0,13.00962018,1460.632443,0,1,0,1,0,0,0,0,1,0,0,0,0
8149,0,22,33543.36,11.08657399,1,4.709035899,545.1832765,0,0,1,1,0,0,1,0,1,0,1,0,0
278,1,32,18555.15,8.406366357,0,1.611546284,463.6509838,0,1,0,0,0,1,0,0,0,1,0,1,1
2618,5,72,40108.38,13.05019837,0,11.55987401,1766.074131,0,0,1,0,1,0,0,1,0,0,0,1,0
5467,1,34,18762.01,12.017333,1,5.261212465,1101.650764,0,0,1,0,0,1,0,0,0,1,0,0,1
2205,3,77,70372.16,10.51532824,0,15.806584,1490.383762,0,0,1,1,0,0,0,0,0,1,0,0,0
9663,1,27,6424.15,6.056073185,1,13.17849974,1328.747604,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,48,67012.93,5.900461334,1,11.58317216,1199.466728,0,1,0,0,1,0,0,0,0,1,1,0,0
215,2,67,34090.24,4.455529019,1,12.05713486,1234.176575,1,0,0,1,0,0,0,0,0,1,0,1,0
55652,0,59,46728.49,10.13094024,1,3.105139512,809.979871,0,1,0,0,1,0,0,0,1,0,0,1,0
1436,0,42,20841.67,10.02323853,1,9.137809439,1196.870152,0,0,1,0,1,0,1,0,1,0,0,1,1
15964,2,75,7862.38,0.760277434,1,7.176700824,649.8383392,0,0,1,0,1,0,0,0,1,0,0,0,1
2792,0,48,12000.1,5.114025367,1,6.991642782,927.9297296,1,0,0,1,0,0,1,0,1,0,1,1,0
2479,2,87,29812.92,6.988268456,0,9.637781398,984.2036034,0,0,1,1,0,0,0,0,1,0,0,1,1
13448,4,43,49710.21,14.96043073,0,2.368283285,1148.280787,0,1,0,0,1,0,0,1,0,0,1,1,0
25823,4,20,70419.88,12.36821127,0,9.651065829,1719.483972,1,0,0,1,0,0,1,0,0,1,0,1,0
4685,0,48,70133.7,10.87926101,0,8.730405893,1880.78289,0,1,0,0,1,0,0,1,0,0,1,0,1
1370,1,21,78537.66,15.55101617,0,4.173314039,1560.361086,1,0,0,0,1,0,0,1,0,0,0,1,0
224,7,34,42917.45,8.211187999,0,15.42700763,1930.805216,0,0,1,0,1,0,0,0,1,0,0,1,0
1439,8,30,6300.17,11.71773291,0,12.91213895,1447.711265,0,1,0,0,1,0,0,0,1,0,0,0,0
541,4,50,18414.04,6.911626144,2,3.679255472,836.5749555,1,0,0,0,1,0,0,0,0,1,0,0,1
1209,0,35,32399.51,6.271196467,0,10.34327947,1224.604104,0,1,0,0,1,0,1,0,1,0,0,1,1
447,0,76,8716.12,10.52545349,1,5.451895614,765.8624235,0,1,0,0,1,0,0,0,0,1,1,0,0
271,1,38,97592.52,9.699996141,0,12.81881129,1553.013845,1,0,0,1,0,0,1,0,1,0,1,0,0
197,0,75,28704.22,11.00710107,0,8.277054038,1320.132625,0,0,1,0,1,0,0,1,0,0,1,0,0
2475,3,37,43995.62,13.86336803,0,14.31596419,1642.394079,0,0,1,1,0,0,1,0,1,0,0,1,0
236,3,67,26659.08,3.294848551,0,5.259033624,876.2446802,0,0,1,0,1,0,0,0,1,0,1,0,1
200,0,84,12571.62,12.58586084,1,14.44810037,1424.117227,0,0,1,1,0,0,0,0,0,1,0,1,0
4292,0,81,14623.21,8.888970383,1,4.245035615,1083.381195,0,1,0,1,0,0,0,1,0,0,1,1,0
2053,3,26,53713.12,7.054722377,0,4.035770971,900.6921852,1,0,0,0,1,0,1,0,0,1,1,1,1
2358,1,20,7598.57,7.14125345,0,6.434280902,1482.558282,1,0,0,0,1,0,0,0,1,0,1,1,0
1242,3,20,23773.72,5.965254402,0,5.425068599,1386.2317,0,0,1,0,1,0,0,0,1,0,1,1,0
28275,0,18,29810.9,8.159988366,0,2.729451922,970.4333183,0,1,0,0,0,1,0,1,0,0,1,1,1
116,0,37,47683.58,5.729233184,2,5.134989649,806.2451255,0,0,1,1,0,0,0,0,1,0,1,0,1
8543,8,41,77396.38,6.572735215,0,6.979009919,1258.30276,0,1,0,1,0,0,0,0,1,0,1,1,1
6037,4,36,39770.82,10.86747966,0,4.816592997,938.5556359,1,0,0,1,0,0,0,0,1,0,0,1,1
142,0,64,83953.98,10.56770254,0,3.861708438,853.1123448,1,0,0,1,0,0,0,1,0,0,0,0,1
213,5,56,76785.63,9.718721513,1,11.58576976,1706.688082,0,0,1,1,0,0,1,0,1,0,1,0,1
