Population,Children,Age,Income,Outage_sec_perweek,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
30196,2,73,58997.61,6.783649349,13.66699636,1523.590353,1,0,0,0,1,0,0,0,1,0,0,1,0
1630,4,34,18071.91,11.29955,7.138798,1497.624239,0,0,1,0,1,0,0,1,0,0,0,1,0
917,0,60,38067.68,9.345099,64.6373,5838.570725,0,1,0,0,1,0,1,0,0,1,0,0,0
312,0,34,18848.82,10.31104,48.03427,4300.642039,0,0,1,1,0,0,0,0,0,1,1,1,0
12742,1,23,42754.88,10.0299,70.68154,6321.473272,1,0,0,1,0,0,0,0,1,0,1,1,1
5500,1,39,38381.92,10.6514,61.91778,5672.644392,0,1,0,1,0,0,0,0,1,0,0,0,1
6161,10,86,10803.89,10.47394,49.50534,4531.562513,0,0,1,1,0,0,0,0,0,1,0,0,0
362,4,63,28635.7,8.696232,67.89181,6054.489807,1,0,0,0,1,0,0,0,1,0,0,0,1
3097,1,63,62904.47,15.71372,55.74644,5673.346337,0,0,1,1,0,0,0,1,0,0,1,1,0
6,1,59,52409.75,10.99266,17.98438,2197.871959,0,0,1,0,1,0,1,1,0,0,1,0,0
824,2,18,39092.7,7.79720649,15.71358455,1679.045392,0,0,1,0,1,0,0,0,0,1,1,0,0
22795,3,21,30431.48,8.782589,63.45489,6161.945348,0,0,1,1,0,0,0,1,0,0,1,0,1
21847,2,68,52062.66,10.63698,64.39242,6353.557295,0,0,1,0,1,0,0,1,0,0,1,1,1
674,1,50,23624.66,11.26555,5.679237,895.0975786,0,0,1,0,1,0,0,0,1,0,1,1,1
14790,0,71,59983.38,9.493706,2.048055,763.5474617,0,0,1,0,1,0,0,0,1,0,0,1,1
24774,1,80,5864.01,11.07131,9.8256,1306.270891,0,0,1,1,0,0,0,1,0,0,0,0,0
302,2,63,16964.77,16.37914,8.462066,954.1821997,0,0,1,0,1,0,0,0,1,0,0,0,1
11897,0,71,23360.78,13.01854,70.49798,5939.80671,0,0,1,1,0,0,0,0,0,1,1,1,1
7782,3,26,7399.99,11.90764,17.15829,2541.621959,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,41,21939.33,16.17011,67.33827,6127.89199,0,1,0,0,1,0,0,1,0,0,0,1,1
13,0,61,87653.56,7.891055,70.21916,6206.176515,1,0,0,0,1,0,0,0,1,0,1,1,0
300,2,44,86896.2,8.212326,9.349103,1087.694968,1,0,0,1,0,0,0,0,0,1,0,1,0
65665,4,39,4003.56,8.142745,64.92325,6071.410686,1,0,0,1,0,0,0,1,0,0,0,1,1
5596,9,26,13057.66,11.72865495,2.871446409,676.0809142,0,1,0,1,0,0,0,0,0,1,0,1,1
940,1,85,24352.1,12.44739,13.08183,1525.934554,1,0,0,1,0,0,0,0,1,0,0,1,0
10423,5,49,84914.28,11.20146,7.976237,1410.771138,1,0,0,1,0,0,0,0,1,0,1,0,0
5407,9,82,30801.14,8.440102,4.927273,1075.114258,0,0,1,0,0,1,0,1,0,0,0,0,0
11364,2,31,29981.69,8.006529,67.43143,5934.434665,0,0,1,1,0,0,0,0,1,0,0,0,0
16853,1,48,22946.95,8.073099,54.74518,5546.494271,1,0,0,1,0,0,0,1,0,0,1,1,0
10185,0,46,18634.17,10.6092,5.461422,1193.11856,0,1,0,0,1,0,0,1,0,0,1,0,0
348,2,47,73916.66,10.48089,63.97683,5756.010952,0,1,0,1,0,0,0,0,1,0,1,1,0
48386,0,52,56339.53,11.24743,69.05548,6130.392142,0,1,0,0,1,0,0,0,0,1,1,0,0
2856,4,57,28008.97,10.64089,9.260977,1012.08426,0,0,1,0,1,0,0,0,1,0,0,0,0
650,2,35,17300.45,6.275178,56.43572,4726.723807,0,0,1,0,0,1,0,0,0,1,0,0,0
20760,0,42,20733.74,7.83125489,6.735271694,1254.943448,0,0,1,1,0,0,0,1,0,0,1,0,0
63465,8,25,69472.61,8.211382,8.802664,1697.797856,1,0,0,1,0,0,0,1,0,0,0,0,1
23867,3,41,18373.26,6.015014,4.245295,707.2606071,1,0,0,0,1,0,0,0,1,0,0,0,0
5548,0,86,33529.19,9.023888498,8.274610767,954.6181316,0,0,1,0,1,0,0,0,0,1,1,1,0
7570,3,57,33055.59,8.318932,6.597117,1384.04032,0,1,0,1,0,0,1,1,0,0,0,0,0
1543,1,36,51474.72,14.51013,59.63287,6036.630597,1,0,0,0,1,0,0,1,0,0,0,1,0
46344,1,86,48971.18,14.67533687,6.211504434,745.0467839,0,0,1,0,1,0,0,0,1,0,1,0,1
273,1,24,19038.78,13.04429298,24.64873861,2660.503932,1,0,0,1,0,0,0,0,1,0,1,0,0
24,4,55,13638.96,9.108418,5.389466,1322.429941,1,0,0,1,0,0,0,1,0,0,0,0,0
7380,3,43,35590.37,7.51567,2.414,468.36494,1,0,0,1,0,0,1,0,0,1,0,0,0
8109,2,56,11160.15,10.15084,63.73429,6334.652427,0,0,1,0,1,0,0,1,0,0,1,1,0
1605,0,33,72504.63,7.547212,9.104003,1305.935649,0,1,0,0,1,0,0,0,1,0,0,0,1
2131,2,31,60302.79,8.426883,13.288,1763.825951,0,0,1,1,0,0,0,0,1,0,0,0,1
27329,0,78,938.81,10.48756,10.91791,1198.334446,0,1,0,0,1,0,0,0,1,0,1,1,0
1079,3,37,22588.94,9.976525,57.22556,5073.83646,0,0,1,1,0,0,0,0,1,0,0,1,0
1046,2,25,23449.18,9.889813,48.03223,4896.176201,0,1,0,0,1,0,0,1,0,0,1,0,0
20049,0,37,12071.22,13.06712,57.01834,4714.487291,0,0,1,1,0,0,0,0,1,0,0,0,1
3128,0,88,6362.72,10.41772,58.19013,5124.938421,1,0,0,1,0,0,0,0,1,0,1,1,0
210,1,46,56384.35,5.905487,49.92156,4945.75643,0,0,1,0,1,0,0,1,0,0,0,1,0
45596,3,28,17931.97,6.216824,27.47595,3452.422228,0,1,0,1,0,0,1,1,0,0,1,0,1
193,0,24,39373.92,4.817687941,9.605264775,1100.161591,1,0,0,1,0,0,0,0,1,0,1,1,0
13489,0,21,12166.43,10.34686,42.94126,4345.808076,0,1,0,0,1,0,0,0,1,0,1,1,0
2781,9,20,48552.54,9.012997,63.8887,6265.689465,0,1,0,0,1,0,0,1,0,0,0,0,1
770,0,78,13172.44,3.191798,50.73425,4815.278288,0,1,0,0,1,0,0,1,0,0,0,1,1
1426,3,44,87367.88,6.172326327,9.300517617,2113.787891,1,0,0,0,1,0,0,1,0,0,1,1,0
2454,1,89,21362.49,10.97418,65.11023,5233.491923,0,1,0,1,0,0,0,0,0,1,0,0,0
10827,0,59,28937.58,10.64353,7.035161,1071.748463,0,0,1,1,0,0,0,0,0,1,1,0,0
7530,1,59,64584.13,11.74759925,13.82188875,1551.398147,0,0,1,0,1,0,0,0,0,1,0,1,0
166,2,41,25223.93,11.87416,9.664222,1368.692393,0,0,1,0,0,1,1,0,1,0,1,0,0
38839,1,76,9898.75,4.323681,64.30983,6031.932533,0,0,1,0,1,0,1,1,0,0,1,0,0
140,2,67,64695.35,11.79061,63.72204,5507.943409,0,1,0,1,0,0,0,0,1,0,0,1,1
2683,4,77,44323.22,13.18074,69.96694,6101.954062,0,1,0,1,0,0,0,0,0,1,0,1,0
1134,1,76,25350.75,8.130367,65.19187,6225.526096,0,1,0,1,0,0,0,1,0,0,1,0,0
5161,0,77,81600.16,10.93666,42.31348,4405.254802,0,0,1,1,0,0,0,1,0,0,0,1,0
1130,3,45,40710.63,11.28911933,15.56696462,2247.823032,1,0,0,1,0,0,0,1,0,0,0,1,1
9952,0,74,30213.21,7.913408,2.407697,270.9293518,0,1,0,0,0,1,0,0,1,0,0,0,0
2674,4,47,16834.95,7.739197,66.49538,5910.417848,0,0,1,0,1,0,0,0,1,0,1,1,0
6772,0,64,28409.36,9.8446,56.736,5176.004699,1,0,0,1,0,0,0,1,0,0,0,0,1
25578,7,49,40633.4,12.48749,4.820891,1569.607544,0,0,1,1,0,0,0,1,0,0,0,1,1
23980,0,62,17440.08,7.934951,48.38433,4985.725486,0,0,1,0,1,0,0,1,0,0,1,0,0
37358,3,70,26894.86,10.03504,4.465592,1463.186559,0,0,1,0,1,0,0,1,0,0,1,1,0
2544,1,54,10879.84,8.215309,6.204958,717.4865643,0,1,0,1,0,0,0,0,0,1,0,0,0
520,4,20,43643.67,12.63747,10.15649,2133.046997,0,1,0,0,1,0,1,1,0,0,1,0,0
302,0,58,9336.88,9.171665689,6.910330858,1025.864383,1,0,0,1,0,0,0,0,1,0,1,1,1
4350,0,53,81087.13,13.08874,43.5663,4254.251624,1,0,0,1,0,0,0,1,0,0,0,1,1
26679,4,26,21393.98,13.62442766,21.77701838,2811.648182,0,1,0,0,1,0,0,1,0,0,0,0,1
4388,1,27,4498.71,17.46416,63.3194,6050.815837,0,0,1,1,0,0,1,1,0,0,1,0,1
751,1,87,47516.45,4.806157,19.92045,2429.379449,0,0,1,0,1,0,0,1,0,0,1,1,1
633,2,64,7396.95,13.51253,9.075014,1158.054054,0,0,1,0,1,0,0,0,1,0,0,1,0
142,0,85,22274.11,8.620125009,15.82334026,2123.334993,1,0,0,1,0,0,0,1,0,0,0,0,0
5585,3,64,31713.03,9.14229,61.12409,5304.081927,0,0,1,1,0,0,0,0,1,0,0,0,0
269,2,27,31230.32,13.3572,55.62125,4855.986258,0,0,1,1,0,0,0,0,0,1,1,0,0
52484,0,50,73438.15,7.66642,71.83088,6038.002387,0,1,0,0,0,1,0,0,0,1,0,0,0
12628,0,62,78317.27,14.3882,66.57294,5572.501755,0,0,1,1,0,0,0,0,0,1,1,1,1
86,4,83,36472.91,10.28039766,5.837241927,571.1030177,1,0,0,0,1,0,0,0,0,1,0,0,0
1709,2,32,34304.39,7.621504,10.94068,1326.472227,1,0,0,0,0,1,0,0,1,0,1,1,0
21739,0,83,24984.03,6.749113,48.37971,4308.793771,0,1,0,1,0,0,0,0,1,0,0,0,0
4508,3,62,41031.65,10.84131,60.04495,5519.813683,0,1,0,1,0,0,0,0,1,0,0,0,0
34488,0,28,16051.94,13.4911859,16.88097916,1939.600904,0,1,0,1,0,0,0,1,0,0,0,0,0
585,0,34,64868.33,6.131562,2.758928,777.0645087,1,0,0,1,0,0,0,1,0,0,0,1,1
5044,2,67,41311.65,4.859953,67.53691,5711.519767,0,1,0,0,1,0,0,0,1,0,0,0,0
475,3,22,37622.41,12.27167,12.57306,1614.234523,1,0,0,0,1,0,0,0,1,0,1,1,1
719,3,81,29516.52,4.071444,67.11808,6071.058616,0,1,0,0,1,0,1,1,0,0,0,1,1
587,3,51,75454.23,6.579744,64.95028,5745.359728,0,1,0,1,0,0,0,0,1,0,0,1,0
63911,0,25,16057.58,11.17837,6.383328,1088.018039,1,0,0,0,1,0,0,0,1,0,1,0,1
26902,0,29,36470.53,4.254491,8.03514,798.0189824,0,1,0,1,0,0,1,0,1,0,0,0,0
14942,3,65,66156.08,12.95024,4.899337,1125.779521,0,1,0,1,0,0,0,1,0,0,1,0,1
2390,0,43,99932.29,8.162638,56.84758,5004.513585,1,0,0,0,1,0,0,0,0,1,0,1,0
481,6,44,85194.69,8.566319,14.70766,2060.536764,0,1,0,0,1,0,0,1,0,0,0,0,0
3564,0,40,19218.35,7.027042,65.45306,6374.103135,1,0,0,0,1,0,0,1,0,0,1,1,0
5516,10,69,83444.23,9.495849,48.04631,4889.562199,0,0,1,1,0,0,0,0,1,0,0,1,0
26683,3,48,47312.43,8.076837,60.80077,5311.260793,1,0,0,1,0,0,0,0,0,1,0,0,0
1045,4,66,39933.38,11.38646956,8.703568707,1275.194778,0,0,1,0,1,0,0,1,0,0,0,0,0
745,3,62,38139.38,12.64941,62.90729,5854.565694,0,1,0,0,1,0,0,0,0,1,1,0,0
11854,2,35,11830.39,8.293752,8.423652,868.497965,0,0,1,1,0,0,0,0,1,0,1,0,0
2141,2,31,35023.77,5.879101,11.85169,1455.55459,0,1,0,1,0,0,0,0,1,0,0,0,0
1627,0,81,24225.45,10.87091,47.94936,4073.89846,0,0,1,1,0,0,0,0,1,0,1,1,0
27211,1,73,14325.51,12.85453,60.20609,5379.896069,1,0,0,0,1,0,0,1,0,0,0,0,0
989,1,22,11232.67,9.281101985,2.084118551,364.1402725,0,1,0,1,0,0,1,0,1,0,0,0,0
335,1,59,35226.26,9.577623408,12.57273206,1348.141984,1,0,0,1,0,0,0,0,1,0,1,1,1
13864,0,32,21594.76,17.05296,7.766899,1166.167844,1,0,0,0,1,0,0,0,1,0,1,1,0
510,1,80,6274.49,7.98755916,2.625315241,474.5558784,0,0,1,0,1,0,1,0,0,1,0,1,1
13245,2,72,27581.84,10.58136361,2.279259145,1092.959251,0,1,0,0,0,1,0,1,0,0,0,1,1
39478,1,69,10155.82,6.419792,65.38222,5393.30138,1,0,0,1,0,0,0,0,1,0,1,0,0
5553,8,26,58434.6,6.928805,63.96748,5847.186613,0,0,1,1,0,0,0,0,0,1,0,1,1
791,1,35,30774.73,10.7459413,14.86270396,1561.128541,0,1,0,1,0,0,0,0,0,1,1,0,0
297,2,22,13102.29,4.812688,51.36891,4429.96209,1,0,0,1,0,0,0,0,1,0,1,0,0
845,5,65,55714.69,14.17798,7.488398,1236.012715,1,0,0,1,0,0,0,0,1,0,1,1,0
1329,3,87,53187.32,12.1183,17.88722,1684.817133,1,0,0,0,1,0,0,0,1,0,1,0,1
605,1,43,50673.99,10.14014,8.361438,1057.86587,0,0,1,0,1,0,0,0,0,1,1,0,0
1924,2,60,27353.22,12.65398405,22.89696344,2586.074672,0,1,0,1,0,0,0,1,0,0,1,0,1
61860,0,41,67694.49,7.746416,61.35472,5367.181608,0,1,0,0,1,0,0,0,1,0,1,0,0
329,1,57,58610.33,11.11999,66.72288,5712.51151,0,1,0,0,1,0,1,0,1,0,0,0,0
490,0,85,76184.47,8.665638946,1.963127209,771.9557231,1,0,0,1,0,0,0,1,0,0,1,1,0
547,4,47,1753.08,11.76568434,2.384942381,904.5789623,0,0,1,0,1,0,0,0,1,0,1,0,1
451,2,52,70140.91,14.14757,61.00511,5210.641825,0,1,0,1,0,0,0,0,1,0,1,1,1
386,0,64,21655.06,8.325318,64.56596,5334.066746,0,0,1,1,0,0,0,0,1,0,0,0,0
20920,0,36,66737.35,8.88295,16.53241,1638.079725,0,1,0,0,1,0,0,0,0,1,0,0,0
304,1,41,13957.71,11.24169,67.26027,6282.975764,1,0,0,1,0,0,0,0,1,0,0,1,1
1641,3,52,38311.94,12.1362412,11.70347852,1790.688379,1,0,0,0,1,0,0,1,0,0,0,0,0
10011,8,63,80733.05,15.70968,11.96395,1497.60783,0,1,0,0,1,0,0,0,1,0,0,0,0
13745,3,28,35986.11,7.179323,71.106,6152.279339,1,0,0,1,0,0,0,0,1,0,1,0,0
3089,1,44,39504.22,5.92932879,7.172070851,1407.682723,0,0,1,1,0,0,1,1,0,0,0,1,1
1817,0,45,38444.93,11.81019,66.78494,6681.250538,0,1,0,1,0,0,0,1,0,0,1,1,0
3066,0,54,11815.18,8.290101,55.5206,5360.683391,0,1,0,0,1,0,0,1,0,0,0,0,1
7410,0,53,23353.6,9.915598,58.34647,5194.643427,0,1,0,1,0,0,0,0,1,0,1,1,0
54780,0,78,18050.48,11.77623,65.01229,5473.614497,0,1,0,0,1,0,0,0,1,0,0,0,0
9400,0,67,1980.3,9.299708,2.65459,479.1497047,1,0,0,0,0,1,0,0,1,0,1,0,0
320,2,44,54458.38,10.58349704,10.377366,1710.689671,0,0,1,1,0,0,0,0,0,1,1,1,0
1488,3,79,20415.05,11.15686,1.293544,712.4768186,1,0,0,1,0,0,0,1,0,0,0,0,1
30688,3,52,46272.07,10.93180592,3.857491515,939.8765686,0,1,0,1,0,0,1,0,1,0,0,1,0
182,2,65,44087.97,5.587786,7.813168,923.5059358,1,0,0,1,0,0,0,0,1,0,0,0,1
2394,1,34,35988.24,11.741245,15.87685513,1708.614019,0,0,1,1,0,0,0,0,0,1,0,0,0
4335,1,62,11217.96,12.66717474,6.035737465,795.4957358,0,0,1,0,1,0,0,0,1,0,1,0,0
3076,0,62,57559.65,10.02798635,4.933319572,854.4182496,0,1,0,0,1,0,0,0,1,0,1,1,0
856,1,27,22112.77,7.021583,54.21518,4787.756156,1,0,0,0,1,0,0,0,0,1,1,1,1
7519,4,42,23813.32,8.927502,6.736871,1746.862212,0,0,1,1,0,0,0,1,0,0,0,1,0
20136,0,29,49106.35,10.24327363,13.3451101,1571.397537,0,1,0,1,0,0,0,1,0,0,0,0,0
1077,0,39,55044.0,15.49091,55.76068,5256.017788,0,0,1,0,1,0,1,1,0,0,0,0,0
187,1,24,20693.63,12.71722,67.75441,6071.169112,0,0,1,0,1,0,0,0,1,0,1,0,0
4832,0,60,27715.71,7.901381,55.591,5192.718983,1,0,0,0,1,0,0,1,0,0,0,1,0
15696,1,19,41237.45,9.762623,61.74103,5514.944335,0,0,1,0,1,0,0,0,1,0,0,1,0
2072,0,26,9362.64,12.49043,58.97505,5813.10524,0,1,0,0,1,0,0,1,0,0,1,1,0
22028,8,78,38294.87,10.89994219,1.262037303,668.5567922,0,0,1,1,0,0,0,0,1,0,1,1,1
214,0,77,11548.26,4.170516,11.89464,1139.673714,0,0,1,1,0,0,0,0,0,1,0,0,1
2568,2,73,49768.03,16.93215,51.74095,5168.330032,0,1,0,1,0,0,0,1,0,0,1,0,1
34962,0,62,47589.97,11.02103,71.9039,6944.850526,1,0,0,0,1,0,0,1,0,0,0,1,0
2297,3,27,20372.35,14.82711414,4.218778557,577.1451549,1,0,0,0,0,1,0,0,1,0,1,0,0
1186,0,80,31749.22,12.74248,3.770144,382.4167858,0,0,1,0,1,0,0,0,1,0,0,0,0
443,2,48,33547.8,14.1344,70.69523,6677.35743,0,0,1,0,1,0,0,1,0,0,0,1,1
2275,1,37,25009.73,12.10369,5.88788,871.4588583,1,0,0,1,0,0,0,0,1,0,0,1,0
5978,9,79,11179.42,10.49495185,8.701581043,1451.201108,0,1,0,1,0,0,0,1,0,0,1,0,0
345,2,67,41397.45,17.94420077,2.314052799,507.8003206,0,0,1,1,0,0,1,0,1,0,1,1,0
30228,0,20,48067.5,11.11844,55.2092,5017.628209,1,0,0,0,1,0,0,0,1,0,1,1,0
24653,4,87,53420.34,8.120857113,11.89492044,1119.209685,1,0,0,1,0,0,0,0,1,0,1,0,0
2656,2,83,63900.46,11.6577,7.409149,641.192229,0,0,1,1,0,0,0,0,0,1,0,1,0
2914,0,79,368.5,6.114030983,1.926789854,287.8189836,0,1,0,0,1,0,0,0,1,0,1,0,0
163,4,60,35949.37,5.80921457,20.51922799,2446.475453,0,1,0,0,1,0,0,1,0,0,0,1,1
6233,0,65,17286.64,6.221255,60.43351,5976.368221,1,0,0,0,1,0,0,1,0,0,0,1,0
946,4,63,81034.18,5.613144,70.30482,6071.607482,0,0,1,1,0,0,1,0,1,0,0,0,0
38388,1,59,29240.82,6.291111,51.31462,5364.761472,0,1,0,0,1,0,0,1,0,0,1,0,1
1129,1,51,45245.92,6.605688237,6.811138598,946.1849643,0,0,1,1,0,0,0,0,1,0,0,0,0
106,1,64,48089.17,3.289731,51.54386,4565.61325,1,0,0,1,0,0,0,0,1,0,1,0,0
2060,1,29,63363.51,9.781182,51.54883,5022.316317,0,0,1,1,0,0,0,1,0,0,0,0,0
309,5,42,21355.46,9.96723,66.41154,5872.762953,1,0,0,1,0,0,0,0,1,0,1,1,1
330,0,49,12958.74,2.783453,54.84444,4835.663594,0,1,0,1,0,0,0,0,1,0,1,0,0
141,0,72,29702.84,7.204886,4.83659,980.2047172,0,0,1,0,1,0,0,1,0,0,0,1,1
7033,2,31,47944.46,11.11418795,7.457173484,1552.772876,0,0,1,0,1,0,0,1,0,0,1,0,0
48099,3,18,28961.72,7.142391,42.64646,4095.787596,0,1,0,0,1,0,0,0,0,1,1,1,0
1262,3,27,80318.07,5.577857,56.1122,5089.070944,0,0,1,0,1,0,0,0,1,0,0,1,0
370,3,84,16602.2,11.43794,58.2471,5856.498648,0,1,0,1,0,0,0,1,0,0,1,1,1
125,4,78,32835.55,5.864152,50.09713,4970.689824,0,1,0,0,1,0,0,1,0,0,0,1,1
375,3,31,48781.9,8.01476,65.33904,6212.33447,0,0,1,1,0,0,0,0,1,0,1,1,0
39568,4,26,23026.89,5.706642926,3.637134041,1114.124252,0,1,0,1,0,0,0,0,1,0,1,1,1
23,3,55,52887.26,8.06137096,3.002844144,892.8964931,0,1,0,0,1,0,0,1,0,0,0,0,1
512,4,48,25299.48,10.16142541,3.288124191,627.0001275,0,1,0,1,0,0,0,0,1,0,1,1,0
137,0,56,93783.49,10.29519,48.25673,4103.479649,0,1,0,1,0,0,0,0,1,0,0,0,1
0,2,45,77615.02,9.242393,11.61194,1648.220152,0,0,1,1,0,0,0,0,0,1,1,0,0
4907,0,23,26493.5,9.948834,1.578151,588.3651083,0,0,1,1,0,0,0,0,1,0,0,1,0
0,3,28,32205.64,10.27543,59.238,5256.767211,0,0,1,0,1,0,0,0,1,0,0,0,0
2104,1,22,45197.21,8.987561,68.84751,6329.078853,0,0,1,0,0,1,1,0,1,0,1,0,1
446,3,48,45688.19,8.940009,11.43916,1286.132827,1,0,0,1,0,0,0,0,0,1,0,1,0
1431,0,43,6825.46,12.84155,55.83128,5122.454947,0,0,1,1,0,0,0,0,0,1,1,0,0
10034,3,68,16657.89,10.36617,66.86351,5766.235014,1,0,0,1,0,0,1,0,1,0,0,1,1
1426,1,57,73645.85,1.726524839,7.93260821,810.4941232,0,1,0,1,0,0,0,0,1,0,1,1,0
16760,2,36,51493.25,11.73921,3.158254,823.4333368,0,1,0,1,0,0,0,0,0,1,0,0,1
27428,1,84,19427.81,6.718432,2.080255,830.8201063,1,0,0,0,1,0,0,0,1,0,1,0,0
8854,0,60,20029.65,10.38533,18.13802,1791.953298,1,0,0,1,0,0,0,0,1,0,1,0,0
1280,3,59,68057.33,7.711873,49.67473,4369.813214,0,1,0,1,0,0,0,0,1,0,1,0,0
5344,3,54,31324.12,11.21140731,11.23691953,1905.350528,1,0,0,0,1,0,0,1,0,0,0,1,0
1120,4,51,9410.18,13.67766,50.18296,4473.615207,1,0,0,0,1,0,0,0,0,1,0,0,1
2951,3,69,15885.02,7.054788,57.92283,5921.839604,0,1,0,0,1,0,0,1,0,0,1,1,0
2640,4,50,26314.99,10.83815,67.3665,5725.195787,0,1,0,0,1,0,0,0,1,0,0,0,1
30377,4,89,13756.31,9.039378259,5.711646401,544.0000763,0,0,1,1,0,0,0,0,1,0,0,1,0
16882,0,27,29935.05,9.663191,59.52332,5443.98404,1,0,0,0,1,0,0,1,0,0,0,0,0
2326,0,36,24084.76,6.332682,8.686291,992.4258553,0,0,1,1,0,0,1,0,1,0,0,0,1
43123,2,43,41512.21,13.21491,68.65572,6193.937954,0,0,1,0,1,0,1,0,1,0,1,0,1
35702,4,22,24461.27,11.07967,63.43072,5679.986847,1,0,0,1,0,0,0,0,0,1,1,0,1
3929,1,83,3945.76,2.607278,66.72374,6450.35056,0,1,0,0,1,0,0,1,0,0,1,0,0
8800,0,29,88219.46,3.468567,13.00557,1618.779462,0,0,1,1,0,0,0,1,0,0,0,0,0
94,0,49,50538.21,9.678927,16.43691,2026.924358,1,0,0,1,0,0,0,1,0,0,1,0,0
4546,3,83,29762.63,10.76461,71.7712,6101.516217,0,0,1,0,0,1,0,0,0,1,0,1,0
11371,2,86,72436.33,7.92301547,9.85591776,1014.45747,0,0,1,1,0,0,1,0,1,0,1,0,0
1325,1,65,22079.49,9.383462,71.3009,6074.839425,0,1,0,1,0,0,0,0,1,0,1,1,1
2973,1,76,78242.15,13.85124,36.95505,3782.597839,1,0,0,0,1,0,0,1,0,0,1,1,0
4969,1,58,62359.91,10.91594785,13.98666226,1840.628269,0,1,0,1,0,0,0,1,0,0,0,1,0
16394,0,63,3998.85,12.47176454,8.509499576,1072.213221,1,0,0,0,1,0,0,0,0,1,0,1,0
9836,2,40,57182.71,10.54632,1.302103,511.2155972,0,0,1,0,1,0,0,0,1,0,1,1,0
3064,1,68,93688.1,13.2191,68.33384,5570.802113,1,0,0,1,0,0,1,0,1,0,0,0,1
5907,0,27,31930.06,11.38546,57.01956,5056.967909,0,1,0,0,1,0,0,0,1,0,1,0,0
12895,1,48,10776.83,6.411316,67.0374,6265.43461,0,0,1,0,0,1,0,1,0,0,1,0,1
77,1,51,8324.79,10.71946,52.54837,4411.074803,0,1,0,0,1,0,0,0,0,1,0,0,0
41204,2,66,43202.68,10.72389,60.76709,5576.448425,0,1,0,1,0,0,0,1,0,0,0,1,0
19919,3,27,47100.05,13.42619,54.41951,4950.374878,0,1,0,0,1,0,0,0,1,0,0,1,0
680,1,26,24166.24,13.36710209,11.80191083,1233.889856,0,0,1,0,1,0,0,0,1,0,0,0,1
36414,0,53,20832.66,5.828119,37.04844,3715.869075,0,1,0,1,0,0,0,1,0,0,0,1,0
2931,0,76,14876.32,8.80007,3.840589,808.7858345,0,0,1,1,0,0,1,1,0,0,1,0,1
1260,3,89,99787.78,8.866549026,5.798532598,758.6189978,0,0,1,0,1,0,0,0,0,1,1,0,0
5115,3,45,12616.3,10.20316,70.89738,6621.872123,1,0,0,1,0,0,0,0,1,0,1,1,0
380,1,74,44165.21,7.143133915,6.7464384,913.9626257,0,0,1,1,0,0,1,1,0,0,0,0,0
2119,3,86,73686.44,10.45045,6.30655,1165.890091,0,0,1,0,1,0,0,1,0,0,0,1,1
11885,0,88,55089.98,5.172359,62.21879,5140.822313,0,1,0,0,1,0,1,0,1,0,0,1,1
12846,0,88,7908.67,10.66732,70.96989,6335.562326,0,0,1,1,0,0,0,1,0,0,1,0,1
1238,9,57,96431.37,12.78854,4.066766,1241.877666,0,1,0,1,0,0,0,1,0,0,1,0,1
3841,0,39,26838.3,9.556655457,9.630236452,1329.382263,1,0,0,0,1,0,0,0,0,1,0,0,1
7470,3,74,22610.64,10.04493,67.16512,6268.031469,1,0,0,0,1,0,0,0,1,0,1,1,0
7958,3,85,43345.6,7.279683,63.94696,5742.088036,1,0,0,1,0,0,1,0,0,1,1,0,0
35279,0,19,14090.14,11.48341,1.689999,553.9352596,0,0,1,0,1,0,1,0,1,0,1,0,1
13757,1,63,44689.55,11.77649,66.54232,5932.384715,0,0,1,0,1,0,1,0,0,1,0,1,0
3916,1,76,65782.7,9.664338,5.377803,1465.534225,1,0,0,0,1,0,0,1,0,0,1,0,0
3231,4,27,11672.97,12.14009,60.14645,5459.257498,1,0,0,0,1,0,0,0,1,0,0,0,0
16382,3,85,77478.63,14.69711,50.09435,4561.818178,0,1,0,0,1,0,0,0,1,0,1,0,0
4442,0,32,27601.96,4.138782,71.24628,6211.505298,0,0,1,0,1,0,0,0,1,0,1,0,1
1907,7,31,30153.27,11.59084,55.31399,5408.322311,1,0,0,0,1,0,0,0,1,0,0,0,1
46041,2,53,14908.11,7.799113,6.209949,1537.896278,0,0,1,0,1,0,0,1,0,0,1,1,0
1567,2,31,99873.57,9.8349,55.76858,5150.603073,1,0,0,1,0,0,0,0,0,1,0,0,1
73,3,51,68142.47,14.79622,65.22868,6094.328303,0,0,1,0,1,0,0,1,0,0,0,0,0
258,4,59,42809.29,11.07912,66.70866,6587.367938,1,0,0,1,0,0,1,1,0,0,1,1,1
3412,1,24,44054.39,9.416793,68.43831,6130.458297,1,0,0,0,1,0,0,0,1,0,0,0,0
162,2,67,24326.72,5.585927,52.71022,4943.594438,0,1,0,1,0,0,0,0,1,0,1,0,0
40336,0,56,18275.19,6.990118,1.15025,830.9443469,0,0,1,1,0,0,0,1,0,0,1,0,1
